,query1,query2,size,siamese_distance,time
8,NORMAL2,AMD3,"(496, 512)",61.4519157409668,0.20315170288085938
30,NORMAL2,NORMAL1,"(496, 512)",61.544166564941406,0.32350730895996094
36,NORMAL2,NORMAL3,"(496, 512)",61.547119140625,0.29688072204589844
1,NORMAL2,AMD10,"(496, 512)",61.56715774536133,0.34375810623168945
13,NORMAL2,AMD8,"(496, 512)",61.58930206298828,0.17186260223388672
33,NORMAL2,NORMAL13,"(496, 512)",61.59489440917969,0.3281271457672119
32,NORMAL2,NORMAL12,"(496, 512)",61.61521530151367,0.3437504768371582
37,NORMAL2,NORMAL4,"(496, 512)",61.6265869140625,0.31249403953552246
35,NORMAL2,NORMAL15,"(496, 512)",61.629058837890625,0.2968933582305908
2,NORMAL2,AMD11,"(496, 512)",61.634117126464844,0.18749213218688965
34,NORMAL2,NORMAL14,"(496, 512)",61.634273529052734,0.3124992847442627
15,NORMAL2,DME1,"(496, 512)",61.6447639465332,0.32582902908325195
31,NORMAL2,NORMAL10,"(496, 512)",61.6534309387207,0.3281066417694092
23,NORMAL2,DME3,"(496, 512)",61.65720748901367,0.3125302791595459
38,NORMAL2,NORMAL5,"(496, 512)",61.66707992553711,0.31247830390930176
41,NORMAL2,NORMAL8,"(496, 512)",61.67927551269531,0.3281233310699463
10,NORMAL2,AMD5,"(496, 512)",61.68208694458008,0.1875
42,NORMAL2,NORMAL9,"(496, 512)",61.6970100402832,0.3125019073486328
24,NORMAL2,DME4,"(496, 512)",61.6983528137207,0.34374189376831055
11,NORMAL2,AMD6,"(496, 512)",61.704559326171875,0.18750500679016113
28,NORMAL2,DME8,"(496, 512)",61.71586990356445,0.29400062561035156
5,NORMAL2,AMD14,"(496, 512)",61.72938537597656,0.3281216621398926
0,NORMAL2,AMD1,"(496, 512)",61.734130859375,0.20314264297485352
9,NORMAL2,AMD4,"(496, 512)",61.734535217285156,0.17184710502624512
39,NORMAL2,NORMAL6,"(496, 512)",61.736183166503906,0.29689478874206543
14,NORMAL2,AMD9,"(496, 512)",61.74234390258789,0.328110933303833
18,NORMAL2,DME12,"(496, 512)",61.747283935546875,0.2499701976776123
20,NORMAL2,DME14,"(496, 512)",61.761940002441406,0.25000905990600586
7,NORMAL2,AMD2,"(496, 512)",61.766597747802734,0.2187514305114746
26,NORMAL2,DME6,"(496, 512)",61.78165817260742,0.3437478542327881
21,NORMAL2,DME15,"(496, 512)",61.78265380859375,0.2812197208404541
17,NORMAL2,DME11,"(496, 512)",61.78395462036133,0.2500286102294922
25,NORMAL2,DME5,"(496, 512)",61.79322814941406,0.34372878074645996
40,NORMAL2,NORMAL7,"(496, 512)",61.79689025878906,0.29685521125793457
3,NORMAL2,AMD12,"(496, 512)",61.80623245239258,0.18750739097595215
29,NORMAL2,DME9,"(496, 512)",61.80824279785156,0.2839796543121338
6,NORMAL2,AMD15,"(496, 512)",61.836891174316406,0.1874985694885254
12,NORMAL2,AMD7,"(496, 512)",61.83734893798828,0.31252455711364746
16,NORMAL2,DME10,"(496, 512)",61.84567642211914,0.17923545837402344
27,NORMAL2,DME7,"(496, 512)",61.887454986572266,0.292402982711792
4,NORMAL2,AMD13,"(496, 512)",61.898372650146484,0.18747401237487793
22,NORMAL2,DME2,"(496, 512)",61.89885330200195,0.3281252384185791
19,NORMAL2,DME13,"(496, 512)",61.90333938598633,0.25002217292785645
