,query1,query2,size,siamese_distance,time
36,AMD15,NORMAL3,"(496, 512)",61.377601623535156,0.33615970611572266
38,AMD15,NORMAL5,"(496, 512)",61.40510559082031,0.31928539276123047
7,AMD15,AMD3,"(496, 512)",61.42524337768555,0.19646930694580078
22,AMD15,DME3,"(496, 512)",61.426025390625,0.3033602237701416
29,AMD15,NORMAL1,"(496, 512)",61.43258285522461,0.28540992736816406
12,AMD15,AMD8,"(496, 512)",61.43355178833008,0.18912243843078613
34,AMD15,NORMAL15,"(496, 512)",61.4344367980957,0.3198814392089844
31,AMD15,NORMAL12,"(496, 512)",61.47343826293945,0.3125183582305908
30,AMD15,NORMAL10,"(496, 512)",61.477935791015625,0.3045384883880615
41,AMD15,NORMAL8,"(496, 512)",61.49076461791992,0.33103466033935547
13,AMD15,AMD9,"(496, 512)",61.491600036621094,0.2994349002838135
4,AMD15,AMD13,"(496, 512)",61.4937629699707,0.18752026557922363
39,AMD15,NORMAL6,"(496, 512)",61.51480484008789,0.3107304573059082
9,AMD15,AMD5,"(496, 512)",61.52678680419922,0.18747854232788086
25,AMD15,DME6,"(496, 512)",61.53275680541992,0.3095717430114746
27,AMD15,DME8,"(496, 512)",61.53486251831055,0.24346137046813965
33,AMD15,NORMAL14,"(496, 512)",61.54657745361328,0.3147847652435303
32,AMD15,NORMAL13,"(496, 512)",61.54972839355469,0.32234787940979004
17,AMD15,DME12,"(496, 512)",61.56847381591797,0.254378080368042
40,AMD15,NORMAL7,"(496, 512)",61.569091796875,0.31241631507873535
14,AMD15,DME1,"(496, 512)",61.58336639404297,0.30869603157043457
2,AMD15,AMD11,"(496, 512)",61.5859489440918,0.1822807788848877
20,AMD15,DME15,"(496, 512)",61.60088348388672,0.255387544631958
24,AMD15,DME5,"(496, 512)",61.605533599853516,0.31128668785095215
37,AMD15,NORMAL4,"(496, 512)",61.613609313964844,0.2930881977081299
42,AMD15,NORMAL9,"(496, 512)",61.6403923034668,0.3054537773132324
0,AMD15,AMD1,"(496, 512)",61.66545486450195,0.23799967765808105
3,AMD15,AMD12,"(496, 512)",61.66902160644531,0.1773087978363037
15,AMD15,DME10,"(496, 512)",61.68284225463867,0.17137455940246582
19,AMD15,DME14,"(496, 512)",61.70396041870117,0.25057315826416016
16,AMD15,DME11,"(496, 512)",61.70570755004883,0.2523689270019531
23,AMD15,DME4,"(496, 512)",61.706050872802734,0.3208918571472168
5,AMD15,AMD14,"(496, 512)",61.706050872802734,0.30074024200439453
21,AMD15,DME2,"(496, 512)",61.719364166259766,0.31508708000183105
1,AMD15,AMD10,"(496, 512)",61.721824645996094,0.3273494243621826
11,AMD15,AMD7,"(496, 512)",61.73257064819336,0.2868161201477051
28,AMD15,DME9,"(496, 512)",61.733177185058594,0.2701594829559326
8,AMD15,AMD4,"(496, 512)",61.753013610839844,0.18158221244812012
10,AMD15,AMD6,"(496, 512)",61.765220642089844,0.1851181983947754
26,AMD15,DME7,"(496, 512)",61.78501892089844,0.2438962459564209
6,AMD15,AMD2,"(496, 512)",61.78623580932617,0.20314693450927734
18,AMD15,DME13,"(496, 512)",61.79190444946289,0.2544386386871338
35,AMD15,NORMAL2,"(496, 512)",61.836891174316406,0.31370019912719727
