,query1,query2,size,siamese_distance
6,DME13,DME2,"(496, 512)",62.18541717529297
0,DME13,DME1,"(496, 512)",62.201820373535156
12,DME13,DME8,"(496, 512)",62.20942306518555
13,DME13,DME9,"(496, 512)",62.222923278808594
11,DME13,DME7,"(496, 512)",62.24253845214844
26,DME13,NORMAL8,"(496, 512)",62.244712829589844
15,DME13,NORMAL10,"(496, 512)",62.249385833740234
9,DME13,DME5,"(496, 512)",62.260860443115234
20,DME13,NORMAL2,"(496, 512)",62.27838134765625
23,DME13,NORMAL5,"(496, 512)",62.33795928955078
27,DME13,NORMAL9,"(496, 512)",62.34130096435547
4,DME13,DME14,"(496, 512)",62.355140686035156
17,DME13,NORMAL13,"(496, 512)",62.35554885864258
5,DME13,DME15,"(496, 512)",62.35620880126953
25,DME13,NORMAL7,"(496, 512)",62.35898971557617
19,DME13,NORMAL15,"(496, 512)",62.36315155029297
18,DME13,NORMAL14,"(496, 512)",62.3668098449707
24,DME13,NORMAL6,"(496, 512)",62.36688232421875
14,DME13,NORMAL1,"(496, 512)",62.36774826049805
3,DME13,DME12,"(496, 512)",62.37960433959961
22,DME13,NORMAL4,"(496, 512)",62.38407516479492
21,DME13,NORMAL3,"(496, 512)",62.39571762084961
8,DME13,DME4,"(496, 512)",62.40428161621094
10,DME13,DME6,"(496, 512)",62.40721893310547
7,DME13,DME3,"(496, 512)",62.40774917602539
1,DME13,DME10,"(496, 512)",62.43109130859375
16,DME13,NORMAL12,"(496, 512)",62.4456901550293
2,DME13,DME11,"(496, 512)",62.46306610107422
