,query1,query2,size,siamese_distance,time
0,DME8,DME1,"(496, 512)",62.06533432006836,0.30310893058776855
23,DME8,NORMAL5,"(496, 512)",62.09205627441406,0.2982802391052246
6,DME8,DME15,"(496, 512)",62.20806121826172,0.2500002384185791
4,DME8,DME13,"(496, 512)",62.20942306518555,0.2343595027923584
14,DME8,NORMAL1,"(496, 512)",62.2319221496582,0.31284070014953613
11,DME8,DME6,"(496, 512)",62.2731819152832,0.29069018363952637
9,DME8,DME4,"(496, 512)",62.28192138671875,0.2953054904937744
26,DME8,NORMAL8,"(496, 512)",62.2913818359375,0.2969033718109131
19,DME8,NORMAL15,"(496, 512)",62.29185485839844,0.2937483787536621
12,DME8,DME7,"(496, 512)",62.30174255371094,0.2650144100189209
18,DME8,NORMAL14,"(496, 512)",62.30240249633789,0.3100407123565674
21,DME8,NORMAL3,"(496, 512)",62.318359375,0.30626440048217773
17,DME8,NORMAL13,"(496, 512)",62.32950210571289,0.2927265167236328
22,DME8,NORMAL4,"(496, 512)",62.330421447753906,0.2944033145904541
3,DME8,DME12,"(496, 512)",62.339088439941406,0.25561070442199707
25,DME8,NORMAL7,"(496, 512)",62.350074768066406,0.30619359016418457
27,DME8,NORMAL9,"(496, 512)",62.354366302490234,0.3047308921813965
13,DME8,DME9,"(496, 512)",62.36036682128906,0.2372446060180664
10,DME8,DME5,"(496, 512)",62.36167907714844,0.30626964569091797
7,DME8,DME2,"(496, 512)",62.36482238769531,0.30367398262023926
20,DME8,NORMAL2,"(496, 512)",62.39142608642578,0.3029189109802246
5,DME8,DME14,"(496, 512)",62.39693832397461,0.2623467445373535
16,DME8,NORMAL12,"(496, 512)",62.40916061401367,0.30896902084350586
15,DME8,NORMAL10,"(496, 512)",62.41941452026367,0.2917439937591553
24,DME8,NORMAL6,"(496, 512)",62.43358612060547,0.2887709140777588
1,DME8,DME10,"(496, 512)",62.596736907958984,0.16983342170715332
8,DME8,DME3,"(496, 512)",62.69258117675781,0.30031323432922363
2,DME8,DME11,"(496, 512)",62.6939697265625,0.2499701976776123
