,query1,query2,size,siamese_distance
23,DME7,NORMAL5,"(496, 512)",61.488525390625
8,DME7,DME3,"(496, 512)",61.54728317260742
18,DME7,NORMAL14,"(496, 512)",61.57999038696289
15,DME7,NORMAL10,"(496, 512)",61.593231201171875
21,DME7,NORMAL3,"(496, 512)",61.64456558227539
19,DME7,NORMAL15,"(496, 512)",61.645267486572266
0,DME7,DME1,"(496, 512)",61.64809799194336
26,DME7,NORMAL8,"(496, 512)",61.67446517944336
17,DME7,NORMAL13,"(496, 512)",61.694602966308594
11,DME7,DME6,"(496, 512)",61.69804382324219
16,DME7,NORMAL12,"(496, 512)",61.70860290527344
25,DME7,NORMAL7,"(496, 512)",61.7115592956543
27,DME7,NORMAL9,"(496, 512)",61.72467803955078
24,DME7,NORMAL6,"(496, 512)",61.732086181640625
22,DME7,NORMAL4,"(496, 512)",61.744361877441406
3,DME7,DME12,"(496, 512)",61.75919723510742
12,DME7,DME8,"(496, 512)",61.76462936401367
2,DME7,DME11,"(496, 512)",61.772212982177734
6,DME7,DME15,"(496, 512)",61.77814865112305
10,DME7,DME5,"(496, 512)",61.78306579589844
5,DME7,DME14,"(496, 512)",61.78511428833008
14,DME7,NORMAL1,"(496, 512)",61.78654098510742
1,DME7,DME10,"(496, 512)",61.81483459472656
13,DME7,DME9,"(496, 512)",61.86016845703125
7,DME7,DME2,"(496, 512)",61.86048889160156
20,DME7,NORMAL2,"(496, 512)",61.887451171875
9,DME7,DME4,"(496, 512)",61.898006439208984
4,DME7,DME13,"(496, 512)",61.9211311340332
