,query1,query2,size,siamese_distance,time
8,NORMAL4,DME3,"(496, 512)",59.53851318359375,0.2968735694885254
1,NORMAL4,DME10,"(496, 512)",59.9260139465332,0.18034768104553223
2,NORMAL4,DME11,"(496, 512)",59.96623611450195,0.2343745231628418
5,NORMAL4,DME14,"(496, 512)",60.19880294799805,0.2400074005126953
14,NORMAL4,DME9,"(496, 512)",60.21957778930664,0.2449789047241211
7,NORMAL4,DME2,"(496, 512)",60.32767868041992,0.2881193161010742
17,NORMAL4,NORMAL12,"(496, 512)",60.394039154052734,0.2975804805755615
24,NORMAL4,NORMAL6,"(496, 512)",60.417091369628906,0.30286264419555664
22,NORMAL4,NORMAL3,"(496, 512)",60.42914581298828,0.29720187187194824
15,NORMAL4,NORMAL1,"(496, 512)",60.44865417480469,0.3069944381713867
21,NORMAL4,NORMAL2,"(496, 512)",60.463199615478516,0.28454065322875977
4,NORMAL4,DME13,"(496, 512)",60.53818893432617,0.23439550399780273
25,NORMAL4,NORMAL7,"(496, 512)",60.554874420166016,0.2967350482940674
19,NORMAL4,NORMAL14,"(496, 512)",60.58832550048828,0.29407453536987305
16,NORMAL4,NORMAL10,"(496, 512)",60.617061614990234,0.29735469818115234
23,NORMAL4,NORMAL5,"(496, 512)",60.62055587768555,0.3031454086303711
9,NORMAL4,DME4,"(496, 512)",60.6500244140625,0.30019712448120117
20,NORMAL4,NORMAL15,"(496, 512)",60.667118072509766,0.29071593284606934
13,NORMAL4,DME8,"(496, 512)",60.724334716796875,0.250931978225708
18,NORMAL4,NORMAL13,"(496, 512)",60.870201110839844,0.30931520462036133
0,NORMAL4,DME1,"(496, 512)",60.892799377441406,0.3124730587005615
10,NORMAL4,DME5,"(496, 512)",60.922828674316406,0.29689574241638184
12,NORMAL4,DME7,"(496, 512)",60.9302864074707,0.25193142890930176
27,NORMAL4,NORMAL9,"(496, 512)",60.946563720703125,0.30107784271240234
3,NORMAL4,DME12,"(496, 512)",60.953208923339844,0.22616219520568848
26,NORMAL4,NORMAL8,"(496, 512)",61.066322326660156,0.3066427707672119
11,NORMAL4,DME6,"(496, 512)",61.12890625,0.2984426021575928
6,NORMAL4,DME15,"(496, 512)",61.1646728515625,0.23436236381530762
