,query1,query2,size,siamese_distance
16,DME14,NORMAL12,"(496, 512)",59.74868392944336
19,DME14,NORMAL15,"(496, 512)",59.794288635253906
14,DME14,NORMAL1,"(496, 512)",59.913509368896484
21,DME14,NORMAL3,"(496, 512)",59.92168045043945
8,DME14,DME4,"(496, 512)",59.95911407470703
24,DME14,NORMAL6,"(496, 512)",60.04152297973633
20,DME14,NORMAL2,"(496, 512)",60.073570251464844
25,DME14,NORMAL7,"(496, 512)",60.14480972290039
10,DME14,DME6,"(496, 512)",60.149478912353516
26,DME14,NORMAL8,"(496, 512)",60.15278244018555
22,DME14,NORMAL4,"(496, 512)",60.19879913330078
3,DME14,DME12,"(496, 512)",60.26559066772461
15,DME14,NORMAL10,"(496, 512)",60.31947326660156
11,DME14,DME7,"(496, 512)",60.43928146362305
9,DME14,DME5,"(496, 512)",60.44611358642578
5,DME14,DME15,"(496, 512)",60.4478759765625
23,DME14,NORMAL5,"(496, 512)",60.460548400878906
0,DME14,DME1,"(496, 512)",60.46344757080078
17,DME14,NORMAL13,"(496, 512)",60.476009368896484
27,DME14,NORMAL9,"(496, 512)",60.523284912109375
12,DME14,DME8,"(496, 512)",60.53768539428711
7,DME14,DME3,"(496, 512)",60.6013069152832
18,DME14,NORMAL14,"(496, 512)",60.65779495239258
6,DME14,DME2,"(496, 512)",60.742122650146484
4,DME14,DME13,"(496, 512)",60.77828598022461
2,DME14,DME11,"(496, 512)",60.810150146484375
1,DME14,DME10,"(496, 512)",60.923980712890625
13,DME14,DME9,"(496, 512)",61.07502365112305
