,query1,query2,size,siamese_distance
8,DME7,DME3,"(496, 512)",59.84367752075195
2,DME7,DME11,"(496, 512)",60.1594123840332
1,DME7,DME10,"(496, 512)",60.2921142578125
5,DME7,DME14,"(496, 512)",60.43928146362305
13,DME7,DME9,"(496, 512)",60.54981994628906
7,DME7,DME2,"(496, 512)",60.64235305786133
12,DME7,DME8,"(496, 512)",60.66728591918945
16,DME7,NORMAL12,"(496, 512)",60.738162994384766
0,DME7,DME1,"(496, 512)",60.745689392089844
27,DME7,NORMAL9,"(496, 512)",60.774871826171875
4,DME7,DME13,"(496, 512)",60.78156661987305
23,DME7,NORMAL5,"(496, 512)",60.78794479370117
18,DME7,NORMAL14,"(496, 512)",60.789894104003906
17,DME7,NORMAL13,"(496, 512)",60.81639099121094
20,DME7,NORMAL2,"(496, 512)",60.8539924621582
21,DME7,NORMAL3,"(496, 512)",60.87843322753906
14,DME7,NORMAL1,"(496, 512)",60.89229202270508
25,DME7,NORMAL7,"(496, 512)",60.90473937988281
11,DME7,DME6,"(496, 512)",60.92071533203125
22,DME7,NORMAL4,"(496, 512)",60.9302864074707
19,DME7,NORMAL15,"(496, 512)",60.93217849731445
9,DME7,DME4,"(496, 512)",60.94501495361328
24,DME7,NORMAL6,"(496, 512)",60.95842361450195
15,DME7,NORMAL10,"(496, 512)",60.95879364013672
6,DME7,DME15,"(496, 512)",61.00672912597656
3,DME7,DME12,"(496, 512)",61.03593063354492
26,DME7,NORMAL8,"(496, 512)",61.10643768310547
10,DME7,DME5,"(496, 512)",61.10970687866211
