,query1,query2,size,siamese_distance
7,DME1,DME3,"(496, 512)",59.81309509277344
1,DME1,DME11,"(496, 512)",60.160301208496094
0,DME1,DME10,"(496, 512)",60.304466247558594
16,DME1,NORMAL12,"(496, 512)",60.36646270751953
15,DME1,NORMAL10,"(496, 512)",60.37809753417969
24,DME1,NORMAL6,"(496, 512)",60.409568786621094
20,DME1,NORMAL2,"(496, 512)",60.43708419799805
4,DME1,DME14,"(496, 512)",60.46344757080078
21,DME1,NORMAL3,"(496, 512)",60.55129623413086
14,DME1,NORMAL1,"(496, 512)",60.5981559753418
6,DME1,DME2,"(496, 512)",60.62731170654297
8,DME1,DME4,"(496, 512)",60.66370391845703
13,DME1,DME9,"(496, 512)",60.67233657836914
19,DME1,NORMAL15,"(496, 512)",60.679481506347656
10,DME1,DME6,"(496, 512)",60.703704833984375
9,DME1,DME5,"(496, 512)",60.71931838989258
26,DME1,NORMAL8,"(496, 512)",60.721038818359375
11,DME1,DME7,"(496, 512)",60.745689392089844
2,DME1,DME12,"(496, 512)",60.757389068603516
17,DME1,NORMAL13,"(496, 512)",60.76827621459961
27,DME1,NORMAL9,"(496, 512)",60.81742858886719
25,DME1,NORMAL7,"(496, 512)",60.82990264892578
3,DME1,DME13,"(496, 512)",60.851959228515625
18,DME1,NORMAL14,"(496, 512)",60.88284683227539
22,DME1,NORMAL4,"(496, 512)",60.892799377441406
5,DME1,DME15,"(496, 512)",60.900020599365234
23,DME1,NORMAL5,"(496, 512)",61.176795959472656
12,DME1,DME8,"(496, 512)",61.284400939941406
