,query1,query2,size,siamese_distance
8,NORMAL2,DME3,"(496, 512)",59.657222747802734
2,NORMAL2,DME11,"(496, 512)",59.87717056274414
1,NORMAL2,DME10,"(496, 512)",60.01599884033203
5,NORMAL2,DME14,"(496, 512)",60.073570251464844
14,NORMAL2,DME9,"(496, 512)",60.275508880615234
7,NORMAL2,DME2,"(496, 512)",60.315391540527344
13,NORMAL2,DME8,"(496, 512)",60.431976318359375
0,NORMAL2,DME1,"(496, 512)",60.43708419799805
22,NORMAL2,NORMAL4,"(496, 512)",60.46320343017578
4,NORMAL2,DME13,"(496, 512)",60.51108932495117
23,NORMAL2,NORMAL5,"(496, 512)",60.5514030456543
11,NORMAL2,DME6,"(496, 512)",60.58707809448242
3,NORMAL2,DME12,"(496, 512)",60.60554504394531
18,NORMAL2,NORMAL13,"(496, 512)",60.607234954833984
27,NORMAL2,NORMAL9,"(496, 512)",60.6085205078125
6,NORMAL2,DME15,"(496, 512)",60.609920501708984
26,NORMAL2,NORMAL8,"(496, 512)",60.6213493347168
19,NORMAL2,NORMAL14,"(496, 512)",60.645423889160156
20,NORMAL2,NORMAL15,"(496, 512)",60.65049362182617
16,NORMAL2,NORMAL10,"(496, 512)",60.67954635620117
17,NORMAL2,NORMAL12,"(496, 512)",60.768524169921875
10,NORMAL2,DME5,"(496, 512)",60.805030822753906
12,NORMAL2,DME7,"(496, 512)",60.8539924621582
24,NORMAL2,NORMAL6,"(496, 512)",60.85630798339844
9,NORMAL2,DME4,"(496, 512)",60.95975112915039
21,NORMAL2,NORMAL3,"(496, 512)",61.01752853393555
15,NORMAL2,NORMAL1,"(496, 512)",61.0482063293457
25,NORMAL2,NORMAL7,"(496, 512)",61.09290313720703
