,query1,query2,size,siamese_distance,average_image_time_query1,average_image_time_query2,patch_retrieval_time,image_comparison_time,total_time
14,DME7,AMD9,"(496, 512)",63.168704986572266,0.15200448036193848,0.20102286338806152,0.0009717941284179688,0.11980342864990234,0.32277584075927734
21,DME7,DME15,"(496, 512)",63.214595794677734,0.15200448036193848,0.15400052070617676,0.0010006427764892578,0.11834597587585449,0.2733471393585205
13,DME7,AMD8,"(496, 512)",63.258460998535156,0.15200448036193848,0.08102178573608398,0.0010044574737548828,0.11597609519958496,0.19800233840942383
5,DME7,AMD14,"(496, 512)",63.38140869140625,0.15200448036193848,0.2299976348876953,0.0009992122650146484,0.11999917030334473,0.3509960174560547
18,DME7,DME12,"(496, 512)",63.39167785644531,0.15200448036193848,0.15403389930725098,0.0009961128234863281,0.11800789833068848,0.2730379104614258
25,DME7,DME5,"(496, 512)",63.442691802978516,0.15200448036193848,0.209028959274292,0.0010006427764892578,0.11883902549743652,0.3288686275482178
11,DME7,AMD6,"(496, 512)",63.4531364440918,0.15200448036193848,0.08197927474975586,0.0010211467742919922,0.12005281448364258,0.20305323600769043
26,DME7,DME6,"(496, 512)",63.47010040283203,0.15200448036193848,0.20803213119506836,0.0009992122650146484,0.1187746524810791,0.328815221786499
15,DME7,DME1,"(496, 512)",63.586429595947266,0.15200448036193848,0.22002124786376953,0.0009784698486328125,0.11697196960449219,0.33797168731689453
24,DME7,DME4,"(496, 512)",63.613861083984375,0.15200448036193848,0.21003007888793945,0.0009922981262207031,0.1170191764831543,0.32804155349731445
4,DME7,AMD13,"(496, 512)",63.68149185180664,0.15200448036193848,0.08101773262023926,0.0009946823120117188,0.12297916412353516,0.20499157905578613
27,DME7,DME8,"(496, 512)",63.688629150390625,0.15200448036193848,0.15403079986572266,0.0009982585906982422,0.11751365661621094,0.27254271507263184
19,DME7,DME13,"(496, 512)",63.68921661376953,0.15200448036193848,0.155958890914917,0.0,0.1190028190612793,0.2749617099761963
9,DME7,AMD4,"(496, 512)",63.85704803466797,0.15200448036193848,0.08800029754638672,0.0009984970092773438,0.11902666091918945,0.20802545547485352
10,DME7,AMD5,"(496, 512)",63.87520980834961,0.15200448036193848,0.08202075958251953,0.0010004043579101562,0.11809349060058594,0.20111465454101562
28,DME7,DME9,"(496, 512)",64.0464859008789,0.15200448036193848,0.15502643585205078,0.0010237693786621094,0.11798834800720215,0.27403855323791504
3,DME7,AMD12,"(496, 512)",64.15238952636719,0.15200448036193848,0.08102917671203613,0.0010008811950683594,0.11817193031311035,0.20020198822021484
22,DME7,DME2,"(496, 512)",64.1648178100586,0.15200448036193848,0.2050635814666748,0.0009980201721191406,0.11902928352355957,0.3250908851623535
6,DME7,AMD15,"(496, 512)",64.2249526977539,0.15200448036193848,0.1230006217956543,0.0009992122650146484,0.12000155448913574,0.2440013885498047
20,DME7,DME14,"(496, 512)",64.53238677978516,0.15200448036193848,0.1550304889678955,0.00099945068359375,0.11996889114379883,0.2759988307952881
12,DME7,AMD7,"(496, 512)",64.75028991699219,0.15200448036193848,0.19802260398864746,0.0009760856628417969,0.11894416809082031,0.31794285774230957
16,DME7,DME10,"(496, 512)",64.7579116821289,0.15200448036193848,0.08102107048034668,0.0010006427764892578,0.11700010299682617,0.1990218162536621
0,DME7,AMD1,"(496, 512)",64.81519317626953,0.15200448036193848,0.10599899291992188,0.0009999275207519531,0.11796903610229492,0.22496795654296875
17,DME7,DME11,"(496, 512)",64.8211669921875,0.15200448036193848,0.15402936935424805,0.0010099411010742188,0.11896324157714844,0.2740025520324707
23,DME7,DME3,"(496, 512)",65.1568603515625,0.15200448036193848,0.21097636222839355,0.0009999275207519531,0.11800026893615723,0.32997655868530273
7,DME7,AMD2,"(496, 512)",65.18165588378906,0.15200448036193848,0.11497640609741211,0.0010218620300292969,0.12497758865356445,0.24097585678100586
2,DME7,AMD11,"(496, 512)",65.45862579345703,0.15200448036193848,0.08099675178527832,0.0010001659393310547,0.11796998977661133,0.1999669075012207
8,DME7,AMD3,"(496, 512)",65.87786865234375,0.15200448036193848,0.11097979545593262,0.0009987354278564453,0.12000155448913574,0.2319800853729248
1,DME7,AMD10,"(496, 512)",66.19831848144531,0.15200448036193848,0.19997143745422363,0.0019986629486083984,0.11900091171264648,0.3209710121154785
