,query image,k,reciprocal rank for k = 3,average precision for k = 3,reciprocal rank for k = 5,average precision for k = 5,reciprocal rank for k = 7,average precision for k = 7,time in seconds
0,AMD1,"3, 5, 7",0.5,0.3333333333333333,0.5,0.4,0.5,0.42857142857142855,8.038100719451904
1,AMD10,"3, 5, 7",1.0,0.6666666666666666,1.0,0.6,1.0,0.42857142857142855,7.996993541717529
2,AMD11,"3, 5, 7",1.0,0.3333333333333333,1.0,0.4,1.0,0.42857142857142855,7.952510595321655
3,AMD12,"3, 5, 7",1.0,0.6666666666666666,1.0,0.4,1.0,0.2857142857142857,7.990116119384766
4,AMD13,"3, 5, 7",0.5,0.3333333333333333,0.5,0.4,0.5,0.42857142857142855,7.964967489242554
5,AMD14,"3, 5, 7",0.5,0.3333333333333333,0.5,0.4,0.5,0.42857142857142855,8.277580499649048
6,AMD15,"3, 5, 7",1.0,0.6666666666666666,1.0,0.6,1.0,0.7142857142857143,8.252964496612549
7,AMD2,"3, 5, 7",1.0,0.3333333333333333,1.0,0.6,1.0,0.5714285714285714,8.166999578475952
8,AMD3,"3, 5, 7",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.3333333333333333,0.5714285714285714,8.243998289108276
9,AMD4,"3, 5, 7",1.0,0.3333333333333333,1.0,0.4,1.0,0.5714285714285714,8.511051654815674
10,AMD5,"3, 5, 7",1.0,1.0,1.0,0.8,1.0,0.7142857142857143,8.345947742462158
11,AMD6,"3, 5, 7",0.0,0.0,0.2,0.2,0.2,0.14285714285714285,8.178001403808594
12,AMD7,"3, 5, 7",1.0,0.6666666666666666,1.0,0.4,1.0,0.2857142857142857,7.9359986782073975
13,AMD8,"3, 5, 7",1.0,0.6666666666666666,1.0,0.6,1.0,0.5714285714285714,8.163641214370728
14,AMD9,"3, 5, 7",0.5,0.6666666666666666,0.5,0.6,0.5,0.42857142857142855,7.971100568771362
15,DME1,"3, 5, 7",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6,0.3333333333333333,0.7142857142857143,7.903991937637329
16,DME10,"3, 5, 7",1.0,1.0,1.0,0.8,1.0,0.7142857142857143,7.98502254486084
17,DME11,"3, 5, 7",1.0,1.0,1.0,1.0,1.0,1.0,7.982385635375977
18,DME12,"3, 5, 7",0.5,0.3333333333333333,0.5,0.6,0.5,0.5714285714285714,7.899524927139282
19,DME13,"3, 5, 7",1.0,0.6666666666666666,1.0,0.8,1.0,0.7142857142857143,7.977138519287109
20,DME14,"3, 5, 7",0.5,0.3333333333333333,0.5,0.2,0.5,0.42857142857142855,7.92160701751709
21,DME15,"3, 5, 7",1.0,0.6666666666666666,1.0,0.8,1.0,0.7142857142857143,8.021793127059937
22,DME2,"3, 5, 7",1.0,0.6666666666666666,1.0,0.8,1.0,0.8571428571428571,7.995641231536865
23,DME3,"3, 5, 7",0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,7.898208141326904
24,DME4,"3, 5, 7",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.3333333333333333,0.42857142857142855,7.911602258682251
25,DME5,"3, 5, 7",1.0,1.0,1.0,0.8,1.0,0.8571428571428571,8.044256448745728
26,DME6,"3, 5, 7",1.0,0.6666666666666666,1.0,0.8,1.0,0.7142857142857143,7.959625005722046
27,DME7,"3, 5, 7",0.5,0.3333333333333333,0.5,0.4,0.5,0.42857142857142855,7.899009943008423
28,DME8,"3, 5, 7",1.0,0.6666666666666666,1.0,0.8,1.0,0.7142857142857143,7.9809980392456055
29,DME9,"3, 5, 7",0.5,0.6666666666666666,0.5,0.8,0.5,0.8571428571428571,7.990378141403198
30,Average MAP and MRR,"3, 5, 7",0.7333333333333332,0.5333333333333333,0.74,0.5533333333333333,0.7447619047619047,0.5619047619047618,241.36115550994873
