,query image,k,reciprocal rank for k = 3,average precision for k = 3,reciprocal rank for k = 5,average precision for k = 5,reciprocal rank for k = 7,average precision for k = 7,time in seconds
0,AMD1,"3, 5, 7",0.5,0.3333333333333333,0.5,0.4,0.5,0.42857142857142855,12.448996782302856
1,AMD10,"3, 5, 7",1.0,0.6666666666666666,1.0,0.6,1.0,0.42857142857142855,12.406154155731201
2,AMD11,"3, 5, 7",1.0,0.3333333333333333,1.0,0.4,1.0,0.2857142857142857,12.399150609970093
3,AMD12,"3, 5, 7",1.0,0.6666666666666666,1.0,0.4,1.0,0.2857142857142857,12.452185869216919
4,AMD13,"3, 5, 7",0.0,0.0,0.2,0.2,0.2,0.14285714285714285,12.42155933380127
5,AMD14,"3, 5, 7",0.5,0.3333333333333333,0.5,0.4,0.5,0.2857142857142857,12.492173433303833
6,AMD15,"3, 5, 7",1.0,0.6666666666666666,1.0,0.6,1.0,0.7142857142857143,12.44625997543335
7,AMD2,"3, 5, 7",1.0,0.3333333333333333,1.0,0.6,1.0,0.5714285714285714,12.493756532669067
8,AMD3,"3, 5, 7",0.0,0.0,0.2,0.2,0.2,0.2857142857142857,12.407487630844116
9,AMD4,"3, 5, 7",1.0,0.3333333333333333,1.0,0.2,1.0,0.14285714285714285,12.50551724433899
10,AMD5,"3, 5, 7",1.0,1.0,1.0,0.8,1.0,0.5714285714285714,12.5735764503479
11,AMD6,"3, 5, 7",0.0,0.0,0.0,0.0,0.0,0.0,12.404068946838379
12,AMD7,"3, 5, 7",1.0,0.6666666666666666,1.0,0.4,1.0,0.2857142857142857,12.567508935928345
13,AMD8,"3, 5, 7",1.0,0.6666666666666666,1.0,0.4,1.0,0.2857142857142857,12.493524312973022
14,AMD9,"3, 5, 7",0.0,0.0,0.25,0.4,0.25,0.2857142857142857,12.56870722770691
15,DME1,"3, 5, 7",0.0,0.0,0.25,0.4,0.25,0.42857142857142855,12.398178815841675
16,DME10,"3, 5, 7",1.0,0.6666666666666666,1.0,0.6,1.0,0.5714285714285714,12.535999774932861
17,DME11,"3, 5, 7",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6,0.3333333333333333,0.7142857142857143,12.416134595870972
18,DME12,"3, 5, 7",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.3333333333333333,0.5714285714285714,12.465482234954834
19,DME13,"3, 5, 7",1.0,0.3333333333333333,1.0,0.4,1.0,0.5714285714285714,12.428568124771118
20,DME14,"3, 5, 7",0.5,0.3333333333333333,0.5,0.2,0.5,0.42857142857142855,12.512602806091309
21,DME15,"3, 5, 7",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.3333333333333333,0.2857142857142857,12.41656494140625
22,DME2,"3, 5, 7",1.0,0.3333333333333333,1.0,0.6,1.0,0.5714285714285714,12.476995944976807
23,DME3,"3, 5, 7",0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,12.300178527832031
24,DME4,"3, 5, 7",0.0,0.0,0.0,0.0,0.0,0.0,12.397109985351562
25,DME5,"3, 5, 7",1.0,0.3333333333333333,1.0,0.6,1.0,0.42857142857142855,12.422096967697144
26,DME6,"3, 5, 7",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.3333333333333333,0.2857142857142857,12.373196363449097
27,DME7,"3, 5, 7",0.0,0.0,0.25,0.2,0.25,0.2857142857142857,12.334120512008667
28,DME8,"3, 5, 7",0.5,0.3333333333333333,0.5,0.4,0.5,0.2857142857142857,12.396201133728027
29,DME9,"3, 5, 7",0.5,0.3333333333333333,0.5,0.6,0.5,0.7142857142857143,12.37574052810669
30,NORMAL1,"3, 5, 7",0.5,0.6666666666666666,0.5,0.6,0.5,0.42857142857142855,12.36914587020874
31,NORMAL10,"3, 5, 7",0.5,0.6666666666666666,0.5,0.4,0.5,0.42857142857142855,12.248597145080566
32,NORMAL12,"3, 5, 7",1.0,0.3333333333333333,1.0,0.4,1.0,0.5714285714285714,12.228126287460327
33,NORMAL13,"3, 5, 7",1.0,1.0,1.0,0.8,1.0,0.5714285714285714,12.420182466506958
34,NORMAL14,"3, 5, 7",0.0,0.0,0.25,0.4,0.25,0.42857142857142855,12.246192693710327
35,NORMAL15,"3, 5, 7",0.5,0.6666666666666666,0.5,0.6,0.5,0.42857142857142855,12.449634552001953
36,NORMAL2,"3, 5, 7",1.0,1.0,1.0,0.6,1.0,0.5714285714285714,12.270678758621216
37,NORMAL3,"3, 5, 7",1.0,0.6666666666666666,1.0,0.6,1.0,0.5714285714285714,12.46902322769165
38,NORMAL4,"3, 5, 7",1.0,1.0,1.0,0.8,1.0,0.5714285714285714,12.328667163848877
39,NORMAL5,"3, 5, 7",1.0,0.3333333333333333,1.0,0.2,1.0,0.14285714285714285,12.471163988113403
40,NORMAL6,"3, 5, 7",1.0,1.0,1.0,0.6,1.0,0.5714285714285714,12.31308913230896
41,NORMAL7,"3, 5, 7",1.0,0.3333333333333333,1.0,0.4,1.0,0.5714285714285714,12.41112208366394
42,NORMAL8,"3, 5, 7",1.0,0.3333333333333333,1.0,0.4,1.0,0.5714285714285714,12.297000646591187
43,NORMAL9,"3, 5, 7",0.5,0.6666666666666666,0.5,0.8,0.5,0.8571428571428571,12.408511877059937
44,Average MAP and MRR,"3, 5, 7",0.6325757575757577,0.4242424242424242,0.6643939393939394,0.4318181818181817,0.6676406926406927,0.4220779220779222,546.2609345912933
