,query1,query2,size,siamese_distance,time
15,AMD15,NORMAL10,"(496, 512)",62.365142822265625,0.2968735694885254
20,AMD15,NORMAL2,"(496, 512)",62.372047424316406,0.3125011920928955
3,AMD15,AMD12,"(496, 512)",62.40531539916992,0.17186546325683594
4,AMD15,AMD13,"(496, 512)",62.423744201660156,0.17185473442077637
8,AMD15,AMD4,"(496, 512)",62.43726348876953,0.1562495231628418
19,AMD15,NORMAL15,"(496, 512)",62.44186019897461,0.3124988079071045
26,AMD15,NORMAL8,"(496, 512)",62.4748649597168,0.2968614101409912
6,AMD15,AMD2,"(496, 512)",62.48217010498047,0.18752026557922363
5,AMD15,AMD14,"(496, 512)",62.48633575439453,0.2812507152557373
24,AMD15,NORMAL6,"(496, 512)",62.494041442871094,0.2968742847442627
13,AMD15,AMD9,"(496, 512)",62.494163513183594,0.28127193450927734
10,AMD15,AMD6,"(496, 512)",62.49667739868164,0.1718752384185791
21,AMD15,NORMAL3,"(496, 512)",62.52108383178711,0.2968766689300537
18,AMD15,NORMAL14,"(496, 512)",62.54994201660156,0.29685330390930176
27,AMD15,NORMAL9,"(496, 512)",62.55337905883789,0.3124985694885254
14,AMD15,NORMAL1,"(496, 512)",62.56428146362305,0.31247973442077637
25,AMD15,NORMAL7,"(496, 512)",62.567440032958984,0.2812643051147461
0,AMD15,AMD1,"(496, 512)",62.57090377807617,0.20309233665466309
9,AMD15,AMD5,"(496, 512)",62.592254638671875,0.1718752384185791
11,AMD15,AMD7,"(496, 512)",62.59906768798828,0.2812504768371582
16,AMD15,NORMAL12,"(496, 512)",62.60026168823242,0.28129148483276367
17,AMD15,NORMAL13,"(496, 512)",62.601051330566406,0.2968556880950928
22,AMD15,NORMAL4,"(496, 512)",62.607276916503906,0.3125193119049072
12,AMD15,AMD8,"(496, 512)",62.644351959228516,0.17185258865356445
23,AMD15,NORMAL5,"(496, 512)",62.68266677856445,0.3125007152557373
2,AMD15,AMD11,"(496, 512)",62.684852600097656,0.18750643730163574
1,AMD15,AMD10,"(496, 512)",62.87413787841797,0.29689788818359375
7,AMD15,AMD3,"(496, 512)",63.07013702392578,0.2031252384185791
