,query1,query2,size,siamese_distance
18,NORMAL3,NORMAL12,"(496, 512)",62.46017074584961
12,NORMAL3,DME4,"(496, 512)",62.580970764160156
22,NORMAL3,NORMAL2,"(496, 512)",62.65380859375
5,NORMAL3,AMD4,"(496, 512)",62.78543472290039
15,NORMAL3,NORMAL1,"(496, 512)",62.836204528808594
21,NORMAL3,NORMAL15,"(496, 512)",62.853355407714844
28,NORMAL3,NORMAL9,"(496, 512)",62.88758087158203
16,NORMAL3,NORMAL10,"(496, 512)",62.9141731262207
25,NORMAL3,NORMAL6,"(496, 512)",62.91471481323242
27,NORMAL3,NORMAL8,"(496, 512)",62.95076370239258
13,NORMAL3,DME5,"(496, 512)",63.07170104980469
19,NORMAL3,NORMAL13,"(496, 512)",63.122032165527344
26,NORMAL3,NORMAL7,"(496, 512)",63.127601623535156
10,NORMAL3,DME2,"(496, 512)",63.13890075683594
23,NORMAL3,NORMAL4,"(496, 512)",63.15966033935547
20,NORMAL3,NORMAL14,"(496, 512)",63.252872467041016
9,NORMAL3,DME1,"(496, 512)",63.288997650146484
8,NORMAL3,AMD8,"(496, 512)",63.29244613647461
17,NORMAL3,NORMAL11,"(496, 512)",63.30935287475586
7,NORMAL3,AMD6,"(496, 512)",63.335540771484375
2,NORMAL3,AMD12,"(496, 512)",63.39662551879883
6,NORMAL3,AMD5,"(496, 512)",63.44825744628906
14,NORMAL3,DME6,"(496, 512)",63.453025817871094
3,NORMAL3,AMD13,"(496, 512)",63.51057815551758
4,NORMAL3,AMD2,"(496, 512)",63.61289978027344
24,NORMAL3,NORMAL5,"(496, 512)",63.648563385009766
1,NORMAL3,AMD11,"(496, 512)",63.75703048706055
0,NORMAL3,AMD1,"(496, 512)",63.891231536865234
11,NORMAL3,DME3,"(496, 512)",63.92225646972656
