,query1,query2,size,siamese_distance
3,NORMAL12,AMD13,"(496, 512)",62.13630294799805
21,NORMAL12,NORMAL2,"(496, 512)",62.237762451171875
26,NORMAL12,NORMAL7,"(496, 512)",62.283912658691406
22,NORMAL12,NORMAL3,"(496, 512)",62.46017074584961
19,NORMAL12,NORMAL14,"(496, 512)",62.489158630371094
15,NORMAL12,NORMAL1,"(496, 512)",62.49437713623047
25,NORMAL12,NORMAL6,"(496, 512)",62.58891677856445
13,NORMAL12,DME5,"(496, 512)",62.63750076293945
4,NORMAL12,AMD2,"(496, 512)",62.63941192626953
18,NORMAL12,NORMAL13,"(496, 512)",62.80024719238281
6,NORMAL12,AMD5,"(496, 512)",62.84900665283203
12,NORMAL12,DME4,"(496, 512)",62.871219635009766
20,NORMAL12,NORMAL15,"(496, 512)",63.00834655761719
5,NORMAL12,AMD4,"(496, 512)",63.025970458984375
28,NORMAL12,NORMAL9,"(496, 512)",63.090187072753906
17,NORMAL12,NORMAL11,"(496, 512)",63.1739387512207
10,NORMAL12,DME2,"(496, 512)",63.31928253173828
27,NORMAL12,NORMAL8,"(496, 512)",63.319889068603516
7,NORMAL12,AMD6,"(496, 512)",63.325050354003906
16,NORMAL12,NORMAL10,"(496, 512)",63.33600997924805
2,NORMAL12,AMD12,"(496, 512)",63.39535903930664
9,NORMAL12,DME1,"(496, 512)",63.421409606933594
8,NORMAL12,AMD8,"(496, 512)",63.50230407714844
23,NORMAL12,NORMAL4,"(496, 512)",63.532772064208984
14,NORMAL12,DME6,"(496, 512)",63.5393180847168
24,NORMAL12,NORMAL5,"(496, 512)",63.71076583862305
1,NORMAL12,AMD11,"(496, 512)",63.713932037353516
11,NORMAL12,DME3,"(496, 512)",63.754032135009766
0,NORMAL12,AMD1,"(496, 512)",63.7635498046875
