,query1,query2,size,siamese_distance
3,AMD6,AMD13,"(496, 512)",62.67842483520508
7,AMD6,AMD8,"(496, 512)",62.725013732910156
21,AMD6,NORMAL2,"(496, 512)",62.75042724609375
13,AMD6,DME6,"(496, 512)",62.75754165649414
4,AMD6,AMD2,"(496, 512)",62.79099655151367
20,AMD6,NORMAL15,"(496, 512)",62.798828125
19,AMD6,NORMAL14,"(496, 512)",62.834136962890625
25,AMD6,NORMAL6,"(496, 512)",62.86884689331055
26,AMD6,NORMAL7,"(496, 512)",62.885738372802734
12,AMD6,DME5,"(496, 512)",62.90638732910156
18,AMD6,NORMAL13,"(496, 512)",62.920875549316406
5,AMD6,AMD4,"(496, 512)",63.028194427490234
28,AMD6,NORMAL9,"(496, 512)",63.07213592529297
2,AMD6,AMD12,"(496, 512)",63.156978607177734
14,AMD6,NORMAL1,"(496, 512)",63.17951202392578
11,AMD6,DME4,"(496, 512)",63.2045783996582
9,AMD6,DME2,"(496, 512)",63.218711853027344
6,AMD6,AMD5,"(496, 512)",63.22135543823242
17,AMD6,NORMAL12,"(496, 512)",63.325050354003906
22,AMD6,NORMAL3,"(496, 512)",63.335540771484375
8,AMD6,DME1,"(496, 512)",63.51960372924805
27,AMD6,NORMAL8,"(496, 512)",63.60010528564453
23,AMD6,NORMAL4,"(496, 512)",63.61153030395508
0,AMD6,AMD1,"(496, 512)",63.6606559753418
15,AMD6,NORMAL10,"(496, 512)",63.69927215576172
24,AMD6,NORMAL5,"(496, 512)",63.795352935791016
16,AMD6,NORMAL11,"(496, 512)",63.819644927978516
1,AMD6,AMD11,"(496, 512)",64.13480377197266
10,AMD6,DME3,"(496, 512)",64.1475830078125
