,query1,query2,size,siamese_distance
11,NORMAL8,NORMAL15,"(496, 512)",62.445945739746094
7,NORMAL8,NORMAL10,"(496, 512)",62.446048736572266
13,NORMAL8,NORMAL3,"(496, 512)",62.44626235961914
5,NORMAL8,DME6,"(496, 512)",62.44645309448242
18,NORMAL8,NORMAL9,"(496, 512)",62.44663619995117
1,NORMAL8,DME2,"(496, 512)",62.446800231933594
8,NORMAL8,NORMAL12,"(496, 512)",62.44690704345703
3,NORMAL8,DME4,"(496, 512)",62.44706726074219
2,NORMAL8,DME3,"(496, 512)",62.44715881347656
14,NORMAL8,NORMAL4,"(496, 512)",62.44752883911133
0,NORMAL8,DME1,"(496, 512)",62.44754409790039
17,NORMAL8,NORMAL7,"(496, 512)",62.44757080078125
16,NORMAL8,NORMAL6,"(496, 512)",62.448081970214844
15,NORMAL8,NORMAL5,"(496, 512)",62.44834899902344
10,NORMAL8,NORMAL14,"(496, 512)",62.44839096069336
9,NORMAL8,NORMAL13,"(496, 512)",62.44843292236328
12,NORMAL8,NORMAL2,"(496, 512)",62.450382232666016
6,NORMAL8,NORMAL1,"(496, 512)",62.45038604736328
4,NORMAL8,DME5,"(496, 512)",62.45198059082031
