,query1,query2,size,siamese_distance
10,DME2,NORMAL15,"(496, 512)",62.44637680053711
17,DME2,NORMAL8,"(496, 512)",62.446800231933594
1,DME2,DME3,"(496, 512)",62.44704055786133
7,DME2,NORMAL12,"(496, 512)",62.447444915771484
12,DME2,NORMAL3,"(496, 512)",62.447601318359375
18,DME2,NORMAL9,"(496, 512)",62.44772720336914
14,DME2,NORMAL5,"(496, 512)",62.447872161865234
0,DME2,DME1,"(496, 512)",62.44791793823242
16,DME2,NORMAL7,"(496, 512)",62.44816589355469
2,DME2,DME4,"(496, 512)",62.44831848144531
9,DME2,NORMAL14,"(496, 512)",62.44873046875
6,DME2,NORMAL10,"(496, 512)",62.44880676269531
4,DME2,DME6,"(496, 512)",62.44889831542969
13,DME2,NORMAL4,"(496, 512)",62.448970794677734
8,DME2,NORMAL13,"(496, 512)",62.4492073059082
15,DME2,NORMAL6,"(496, 512)",62.44975662231445
5,DME2,NORMAL1,"(496, 512)",62.4506721496582
3,DME2,DME5,"(496, 512)",62.45125198364258
11,DME2,NORMAL2,"(496, 512)",62.45127868652344
