,query1,query2,size,siamese_distance
10,DME1,NORMAL15,"(496, 512)",62.44451141357422
16,DME1,NORMAL7,"(496, 512)",62.44488525390625
4,DME1,DME6,"(496, 512)",62.444923400878906
7,DME1,NORMAL12,"(496, 512)",62.445037841796875
2,DME1,DME4,"(496, 512)",62.44514846801758
14,DME1,NORMAL5,"(496, 512)",62.44526672363281
18,DME1,NORMAL9,"(496, 512)",62.44572067260742
15,DME1,NORMAL6,"(496, 512)",62.44584274291992
9,DME1,NORMAL14,"(496, 512)",62.44593048095703
13,DME1,NORMAL4,"(496, 512)",62.446083068847656
12,DME1,NORMAL3,"(496, 512)",62.44619369506836
8,DME1,NORMAL13,"(496, 512)",62.44645309448242
6,DME1,NORMAL10,"(496, 512)",62.44667053222656
17,DME1,NORMAL8,"(496, 512)",62.44754409790039
0,DME1,DME2,"(496, 512)",62.44791793823242
11,DME1,NORMAL2,"(496, 512)",62.448062896728516
5,DME1,NORMAL1,"(496, 512)",62.44813919067383
1,DME1,DME3,"(496, 512)",62.44813919067383
3,DME1,DME5,"(496, 512)",62.44985580444336
