,query1,query2,size,siamese_distance
2,NORMAL4,DME3,"(496, 512)",62.4446907043457
7,NORMAL4,NORMAL10,"(496, 512)",62.44566345214844
18,NORMAL4,NORMAL9,"(496, 512)",62.4459342956543
11,NORMAL4,NORMAL15,"(496, 512)",62.445960998535156
8,NORMAL4,NORMAL12,"(496, 512)",62.44597625732422
0,NORMAL4,DME1,"(496, 512)",62.446083068847656
13,NORMAL4,NORMAL3,"(496, 512)",62.4464225769043
5,NORMAL4,DME6,"(496, 512)",62.44661331176758
16,NORMAL4,NORMAL7,"(496, 512)",62.447105407714844
3,NORMAL4,DME4,"(496, 512)",62.447296142578125
14,NORMAL4,NORMAL5,"(496, 512)",62.44739532470703
17,NORMAL4,NORMAL8,"(496, 512)",62.44752883911133
10,NORMAL4,NORMAL14,"(496, 512)",62.447731018066406
15,NORMAL4,NORMAL6,"(496, 512)",62.4477424621582
12,NORMAL4,NORMAL2,"(496, 512)",62.44853210449219
9,NORMAL4,NORMAL13,"(496, 512)",62.448673248291016
6,NORMAL4,NORMAL1,"(496, 512)",62.44896697998047
1,NORMAL4,DME2,"(496, 512)",62.448970794677734
4,NORMAL4,DME5,"(496, 512)",62.45058822631836
