,query1,query2,size,siamese_distance
2,NORMAL14,DME3,"(496, 512)",62.4442138671875
0,NORMAL14,DME1,"(496, 512)",62.44593048095703
12,NORMAL14,NORMAL3,"(496, 512)",62.44658660888672
14,NORMAL14,NORMAL5,"(496, 512)",62.44698715209961
9,NORMAL14,NORMAL13,"(496, 512)",62.44709014892578
8,NORMAL14,NORMAL12,"(496, 512)",62.44710922241211
16,NORMAL14,NORMAL7,"(496, 512)",62.447357177734375
10,NORMAL14,NORMAL15,"(496, 512)",62.44743728637695
18,NORMAL14,NORMAL9,"(496, 512)",62.44762420654297
3,NORMAL14,DME4,"(496, 512)",62.447689056396484
13,NORMAL14,NORMAL4,"(496, 512)",62.447731018066406
7,NORMAL14,NORMAL10,"(496, 512)",62.447967529296875
15,NORMAL14,NORMAL6,"(496, 512)",62.448280334472656
11,NORMAL14,NORMAL2,"(496, 512)",62.448341369628906
17,NORMAL14,NORMAL8,"(496, 512)",62.44839096069336
6,NORMAL14,NORMAL1,"(496, 512)",62.44871139526367
1,NORMAL14,DME2,"(496, 512)",62.44873046875
5,NORMAL14,DME6,"(496, 512)",62.4489860534668
4,NORMAL14,DME5,"(496, 512)",62.44975662231445
