,query1,query2,size,siamese_distance
2,NORMAL15,DME3,"(496, 512)",62.44281005859375
15,NORMAL15,NORMAL6,"(496, 512)",62.44382858276367
9,NORMAL15,NORMAL13,"(496, 512)",62.44403076171875
0,NORMAL15,DME1,"(496, 512)",62.44451141357422
7,NORMAL15,NORMAL10,"(496, 512)",62.44546127319336
17,NORMAL15,NORMAL8,"(496, 512)",62.445945739746094
13,NORMAL15,NORMAL4,"(496, 512)",62.445960998535156
12,NORMAL15,NORMAL3,"(496, 512)",62.445980072021484
14,NORMAL15,NORMAL5,"(496, 512)",62.44625473022461
1,NORMAL15,DME2,"(496, 512)",62.44637680053711
3,NORMAL15,DME4,"(496, 512)",62.44676208496094
16,NORMAL15,NORMAL7,"(496, 512)",62.447322845458984
10,NORMAL15,NORMAL14,"(496, 512)",62.44743728637695
8,NORMAL15,NORMAL12,"(496, 512)",62.447669982910156
18,NORMAL15,NORMAL9,"(496, 512)",62.448081970214844
5,NORMAL15,DME6,"(496, 512)",62.449066162109375
6,NORMAL15,NORMAL1,"(496, 512)",62.44944381713867
4,NORMAL15,DME5,"(496, 512)",62.449462890625
11,NORMAL15,NORMAL2,"(496, 512)",62.44953918457031
