,query1,query2,size,siamese_distance
2,NORMAL14,DME3,"(496, 512)",57.55781555175781
0,NORMAL14,DME1,"(496, 512)",58.258018493652344
10,NORMAL14,NORMAL15,"(496, 512)",58.849403381347656
14,NORMAL14,NORMAL5,"(496, 512)",59.05322265625
7,NORMAL14,NORMAL10,"(496, 512)",59.10728454589844
5,NORMAL14,DME6,"(496, 512)",59.16944885253906
11,NORMAL14,NORMAL2,"(496, 512)",59.360511779785156
8,NORMAL14,NORMAL12,"(496, 512)",59.47856903076172
1,NORMAL14,DME2,"(496, 512)",59.583866119384766
3,NORMAL14,DME4,"(496, 512)",59.625205993652344
17,NORMAL14,NORMAL8,"(496, 512)",59.798179626464844
13,NORMAL14,NORMAL4,"(496, 512)",59.848045349121094
6,NORMAL14,NORMAL1,"(496, 512)",59.85380554199219
18,NORMAL14,NORMAL9,"(496, 512)",59.89191436767578
4,NORMAL14,DME5,"(496, 512)",60.11766815185547
12,NORMAL14,NORMAL3,"(496, 512)",60.27113723754883
16,NORMAL14,NORMAL7,"(496, 512)",60.33716583251953
15,NORMAL14,NORMAL6,"(496, 512)",60.406009674072266
9,NORMAL14,NORMAL13,"(496, 512)",60.73251724243164
