,query1,query2,size,siamese_distance
2,NORMAL3,DME3,"(496, 512)",58.06626892089844
0,NORMAL3,DME1,"(496, 512)",58.84968566894531
14,NORMAL3,NORMAL5,"(496, 512)",58.85862731933594
5,NORMAL3,DME6,"(496, 512)",58.9617805480957
18,NORMAL3,NORMAL9,"(496, 512)",59.34151077270508
7,NORMAL3,NORMAL10,"(496, 512)",59.35565948486328
1,NORMAL3,DME2,"(496, 512)",59.370094299316406
11,NORMAL3,NORMAL15,"(496, 512)",59.374481201171875
8,NORMAL3,NORMAL12,"(496, 512)",59.72007751464844
12,NORMAL3,NORMAL2,"(496, 512)",59.74366760253906
13,NORMAL3,NORMAL4,"(496, 512)",59.750083923339844
17,NORMAL3,NORMAL8,"(496, 512)",59.75529098510742
3,NORMAL3,DME4,"(496, 512)",59.789215087890625
4,NORMAL3,DME5,"(496, 512)",59.79902267456055
9,NORMAL3,NORMAL13,"(496, 512)",60.09708786010742
10,NORMAL3,NORMAL14,"(496, 512)",60.27113723754883
15,NORMAL3,NORMAL6,"(496, 512)",60.38719940185547
6,NORMAL3,NORMAL1,"(496, 512)",60.48389434814453
16,NORMAL3,NORMAL7,"(496, 512)",60.580230712890625
