,query1,query2,size,siamese_distance
11,NORMAL5,NORMAL15,"(496, 512)",57.64495086669922
5,NORMAL5,DME6,"(496, 512)",57.79027557373047
3,NORMAL5,DME4,"(496, 512)",58.22327423095703
8,NORMAL5,NORMAL12,"(496, 512)",58.39683532714844
18,NORMAL5,NORMAL9,"(496, 512)",58.427982330322266
12,NORMAL5,NORMAL2,"(496, 512)",58.54600143432617
6,NORMAL5,NORMAL1,"(496, 512)",58.573097229003906
15,NORMAL5,NORMAL6,"(496, 512)",58.832481384277344
13,NORMAL5,NORMAL3,"(496, 512)",58.85862731933594
16,NORMAL5,NORMAL7,"(496, 512)",58.92820358276367
9,NORMAL5,NORMAL13,"(496, 512)",58.950687408447266
4,NORMAL5,DME5,"(496, 512)",58.98993682861328
10,NORMAL5,NORMAL14,"(496, 512)",59.05322265625
2,NORMAL5,DME3,"(496, 512)",59.189918518066406
14,NORMAL5,NORMAL4,"(496, 512)",59.30232238769531
17,NORMAL5,NORMAL8,"(496, 512)",59.40789031982422
1,NORMAL5,DME2,"(496, 512)",59.5877799987793
7,NORMAL5,NORMAL10,"(496, 512)",59.67948913574219
0,NORMAL5,DME1,"(496, 512)",59.87174606323242
