,query1,query2,size,siamese_distance
2,NORMAL6,DME3,"(496, 512)",58.075706481933594
0,NORMAL6,DME1,"(496, 512)",58.59895324707031
15,NORMAL6,NORMAL5,"(496, 512)",58.832481384277344
11,NORMAL6,NORMAL15,"(496, 512)",59.04170608520508
5,NORMAL6,DME6,"(496, 512)",59.252723693847656
12,NORMAL6,NORMAL2,"(496, 512)",59.44378662109375
18,NORMAL6,NORMAL9,"(496, 512)",59.550025939941406
8,NORMAL6,NORMAL12,"(496, 512)",59.578941345214844
1,NORMAL6,DME2,"(496, 512)",59.62187957763672
7,NORMAL6,NORMAL10,"(496, 512)",59.64177703857422
3,NORMAL6,DME4,"(496, 512)",59.84578323364258
6,NORMAL6,NORMAL1,"(496, 512)",59.94295883178711
4,NORMAL6,DME5,"(496, 512)",60.033843994140625
17,NORMAL6,NORMAL8,"(496, 512)",60.05760955810547
14,NORMAL6,NORMAL4,"(496, 512)",60.05902099609375
13,NORMAL6,NORMAL3,"(496, 512)",60.38719940185547
10,NORMAL6,NORMAL14,"(496, 512)",60.406009674072266
16,NORMAL6,NORMAL7,"(496, 512)",60.451698303222656
9,NORMAL6,NORMAL13,"(496, 512)",60.51042938232422
