,query1,query2,size,siamese_distance
2,DME4,DME3,"(496, 512)",57.623165130615234
14,DME4,NORMAL5,"(496, 512)",58.22327423095703
0,DME4,DME1,"(496, 512)",58.353477478027344
6,DME4,NORMAL10,"(496, 512)",58.963436126708984
1,DME4,DME2,"(496, 512)",58.97563171386719
17,DME4,NORMAL8,"(496, 512)",59.46019744873047
13,DME4,NORMAL4,"(496, 512)",59.54201889038086
10,DME4,NORMAL15,"(496, 512)",59.55352020263672
9,DME4,NORMAL14,"(496, 512)",59.625205993652344
4,DME4,DME6,"(496, 512)",59.695335388183594
12,DME4,NORMAL3,"(496, 512)",59.789215087890625
15,DME4,NORMAL6,"(496, 512)",59.84578323364258
8,DME4,NORMAL13,"(496, 512)",59.867515563964844
3,DME4,DME5,"(496, 512)",59.95625305175781
16,DME4,NORMAL7,"(496, 512)",59.97777557373047
5,DME4,NORMAL1,"(496, 512)",60.23200607299805
18,DME4,NORMAL9,"(496, 512)",60.280548095703125
11,DME4,NORMAL2,"(496, 512)",60.28139114379883
7,DME4,NORMAL12,"(496, 512)",60.401493072509766
