,query1,query2,size,siamese_distance
12,NORMAL3,NORMAL2,"(496, 512)",61.528560638427734
16,NORMAL3,NORMAL7,"(496, 512)",61.52881622314453
17,NORMAL3,NORMAL8,"(496, 512)",61.57526397705078
4,NORMAL3,DME5,"(496, 512)",61.575904846191406
6,NORMAL3,NORMAL1,"(496, 512)",61.57650375366211
7,NORMAL3,NORMAL10,"(496, 512)",61.58293914794922
3,NORMAL3,DME4,"(496, 512)",61.59524917602539
18,NORMAL3,NORMAL9,"(496, 512)",61.62215805053711
15,NORMAL3,NORMAL6,"(496, 512)",61.627567291259766
5,NORMAL3,DME6,"(496, 512)",61.66062927246094
13,NORMAL3,NORMAL4,"(496, 512)",61.66188049316406
11,NORMAL3,NORMAL15,"(496, 512)",61.687042236328125
8,NORMAL3,NORMAL12,"(496, 512)",61.69496536254883
9,NORMAL3,NORMAL13,"(496, 512)",61.746517181396484
14,NORMAL3,NORMAL5,"(496, 512)",61.76297378540039
10,NORMAL3,NORMAL14,"(496, 512)",61.76542663574219
0,NORMAL3,DME1,"(496, 512)",61.774566650390625
1,NORMAL3,DME2,"(496, 512)",62.03297424316406
2,NORMAL3,DME3,"(496, 512)",62.466495513916016
