,query1,query2,size,siamese_distance
18,NORMAL5,NORMAL9,"(496, 512)",61.53274917602539
0,NORMAL5,DME1,"(496, 512)",61.560123443603516
4,NORMAL5,DME5,"(496, 512)",61.622886657714844
1,NORMAL5,DME2,"(496, 512)",61.62590789794922
14,NORMAL5,NORMAL4,"(496, 512)",61.62911605834961
17,NORMAL5,NORMAL8,"(496, 512)",61.64739227294922
5,NORMAL5,DME6,"(496, 512)",61.67877197265625
10,NORMAL5,NORMAL14,"(496, 512)",61.71015548706055
9,NORMAL5,NORMAL13,"(496, 512)",61.715545654296875
15,NORMAL5,NORMAL6,"(496, 512)",61.71867370605469
7,NORMAL5,NORMAL10,"(496, 512)",61.72394561767578
13,NORMAL5,NORMAL3,"(496, 512)",61.76297378540039
16,NORMAL5,NORMAL7,"(496, 512)",61.763362884521484
6,NORMAL5,NORMAL1,"(496, 512)",61.81733322143555
3,NORMAL5,DME4,"(496, 512)",61.82634735107422
11,NORMAL5,NORMAL15,"(496, 512)",61.83022689819336
8,NORMAL5,NORMAL12,"(496, 512)",61.941375732421875
12,NORMAL5,NORMAL2,"(496, 512)",61.951873779296875
2,NORMAL5,DME3,"(496, 512)",62.38907241821289
