,query1,query2,size,siamese_distance
9,NORMAL13,NORMAL14,"(496, 512)",61.611976623535156
18,NORMAL13,NORMAL9,"(496, 512)",61.618690490722656
13,NORMAL13,NORMAL4,"(496, 512)",61.65292739868164
4,NORMAL13,DME5,"(496, 512)",61.66609191894531
5,NORMAL13,DME6,"(496, 512)",61.69570541381836
14,NORMAL13,NORMAL5,"(496, 512)",61.715545654296875
15,NORMAL13,NORMAL6,"(496, 512)",61.74313735961914
12,NORMAL13,NORMAL3,"(496, 512)",61.746517181396484
17,NORMAL13,NORMAL8,"(496, 512)",61.75762176513672
0,NORMAL13,DME1,"(496, 512)",61.77981948852539
16,NORMAL13,NORMAL7,"(496, 512)",61.79838943481445
8,NORMAL13,NORMAL12,"(496, 512)",61.83327102661133
7,NORMAL13,NORMAL10,"(496, 512)",61.83333969116211
6,NORMAL13,NORMAL1,"(496, 512)",61.83624267578125
1,NORMAL13,DME2,"(496, 512)",61.83992004394531
10,NORMAL13,NORMAL15,"(496, 512)",61.846195220947266
3,NORMAL13,DME4,"(496, 512)",61.900997161865234
11,NORMAL13,NORMAL2,"(496, 512)",62.01235580444336
2,NORMAL13,DME3,"(496, 512)",62.57664108276367
