,query1,query2,size,siamese_distance
13,DME6,NORMAL4,"(496, 512)",61.61369323730469
15,DME6,NORMAL6,"(496, 512)",61.61845397949219
12,DME6,NORMAL3,"(496, 512)",61.66062927246094
18,DME6,NORMAL9,"(496, 512)",61.6695442199707
14,DME6,NORMAL5,"(496, 512)",61.67877197265625
9,DME6,NORMAL14,"(496, 512)",61.68165588378906
17,DME6,NORMAL8,"(496, 512)",61.685054779052734
3,DME6,DME4,"(496, 512)",61.6909294128418
8,DME6,NORMAL13,"(496, 512)",61.69570541381836
7,DME6,NORMAL12,"(496, 512)",61.69628143310547
10,DME6,NORMAL15,"(496, 512)",61.70052719116211
4,DME6,DME5,"(496, 512)",61.71082305908203
5,DME6,NORMAL1,"(496, 512)",61.71525573730469
16,DME6,NORMAL7,"(496, 512)",61.75050354003906
6,DME6,NORMAL10,"(496, 512)",61.76801300048828
11,DME6,NORMAL2,"(496, 512)",61.85834884643555
0,DME6,DME1,"(496, 512)",61.87213897705078
1,DME6,DME2,"(496, 512)",61.95152282714844
2,DME6,DME3,"(496, 512)",62.57958984375
