,query1,query2,size,siamese_distance
17,NORMAL15,NORMAL8,"(496, 512)",61.49296951293945
4,NORMAL15,DME5,"(496, 512)",61.595184326171875
7,NORMAL15,NORMAL10,"(496, 512)",61.60483932495117
3,NORMAL15,DME4,"(496, 512)",61.623634338378906
13,NORMAL15,NORMAL4,"(496, 512)",61.62662887573242
12,NORMAL15,NORMAL3,"(496, 512)",61.687042236328125
15,NORMAL15,NORMAL6,"(496, 512)",61.692535400390625
16,NORMAL15,NORMAL7,"(496, 512)",61.69804382324219
5,NORMAL15,DME6,"(496, 512)",61.70052719116211
6,NORMAL15,NORMAL1,"(496, 512)",61.700843811035156
11,NORMAL15,NORMAL2,"(496, 512)",61.701507568359375
8,NORMAL15,NORMAL12,"(496, 512)",61.71489334106445
18,NORMAL15,NORMAL9,"(496, 512)",61.76156997680664
0,NORMAL15,DME1,"(496, 512)",61.791255950927734
14,NORMAL15,NORMAL5,"(496, 512)",61.83022689819336
9,NORMAL15,NORMAL13,"(496, 512)",61.846195220947266
10,NORMAL15,NORMAL14,"(496, 512)",61.912166595458984
1,NORMAL15,DME2,"(496, 512)",62.026187896728516
2,NORMAL15,DME3,"(496, 512)",62.54338836669922
