,query1,query2,size,siamese_distance
17,NORMAL6,NORMAL8,"(496, 512)",61.49507141113281
4,NORMAL6,DME5,"(496, 512)",61.51380157470703
7,NORMAL6,NORMAL10,"(496, 512)",61.55037307739258
16,NORMAL6,NORMAL7,"(496, 512)",61.57579803466797
18,NORMAL6,NORMAL9,"(496, 512)",61.601654052734375
5,NORMAL6,DME6,"(496, 512)",61.61845397949219
14,NORMAL6,NORMAL4,"(496, 512)",61.62067794799805
13,NORMAL6,NORMAL3,"(496, 512)",61.627567291259766
3,NORMAL6,DME4,"(496, 512)",61.65679168701172
12,NORMAL6,NORMAL2,"(496, 512)",61.67025375366211
11,NORMAL6,NORMAL15,"(496, 512)",61.692535400390625
6,NORMAL6,NORMAL1,"(496, 512)",61.7027587890625
10,NORMAL6,NORMAL14,"(496, 512)",61.708919525146484
15,NORMAL6,NORMAL5,"(496, 512)",61.71867370605469
9,NORMAL6,NORMAL13,"(496, 512)",61.74313735961914
0,NORMAL6,DME1,"(496, 512)",61.761070251464844
8,NORMAL6,NORMAL12,"(496, 512)",61.79001998901367
1,NORMAL6,DME2,"(496, 512)",61.9789924621582
2,NORMAL6,DME3,"(496, 512)",62.420654296875
