,query1,query2,size,siamese_distance
0,NORMAL2,DME1,"(496, 512)",64.40160369873047
12,NORMAL2,NORMAL3,"(496, 512)",64.40167236328125
10,NORMAL2,NORMAL14,"(496, 512)",64.40167236328125
18,NORMAL2,NORMAL9,"(496, 512)",64.40189361572266
16,NORMAL2,NORMAL7,"(496, 512)",64.40199279785156
8,NORMAL2,NORMAL12,"(496, 512)",64.40210723876953
6,NORMAL2,NORMAL1,"(496, 512)",64.40265655517578
2,NORMAL2,DME3,"(496, 512)",64.4026870727539
4,NORMAL2,DME5,"(496, 512)",64.40274810791016
14,NORMAL2,NORMAL5,"(496, 512)",64.40282440185547
11,NORMAL2,NORMAL15,"(496, 512)",64.40296936035156
1,NORMAL2,DME2,"(496, 512)",64.4031753540039
13,NORMAL2,NORMAL4,"(496, 512)",64.4031753540039
3,NORMAL2,DME4,"(496, 512)",64.40332794189453
9,NORMAL2,NORMAL13,"(496, 512)",64.40333557128906
5,NORMAL2,DME6,"(496, 512)",64.40336608886719
17,NORMAL2,NORMAL8,"(496, 512)",64.40348815917969
15,NORMAL2,NORMAL6,"(496, 512)",64.40372467041016
7,NORMAL2,NORMAL10,"(496, 512)",64.40373229980469
