,query1,query2,size,siamese_distance
0,NORMAL10,DME1,"(496, 512)",64.7174301147461
15,NORMAL10,NORMAL6,"(496, 512)",64.7562026977539
17,NORMAL10,NORMAL8,"(496, 512)",64.75640869140625
18,NORMAL10,NORMAL9,"(496, 512)",64.75652313232422
16,NORMAL10,NORMAL7,"(496, 512)",64.7567367553711
13,NORMAL10,NORMAL4,"(496, 512)",65.48162841796875
12,NORMAL10,NORMAL3,"(496, 512)",65.48192596435547
14,NORMAL10,NORMAL5,"(496, 512)",65.4820327758789
11,NORMAL10,NORMAL2,"(496, 512)",66.44341278076172
10,NORMAL10,NORMAL15,"(496, 512)",66.48046875
5,NORMAL10,DME6,"(496, 512)",66.52239990234375
4,NORMAL10,DME5,"(496, 512)",66.52240753173828
3,NORMAL10,DME4,"(496, 512)",66.52241516113281
7,NORMAL10,NORMAL12,"(496, 512)",66.88582611083984
6,NORMAL10,NORMAL1,"(496, 512)",66.88642120361328
8,NORMAL10,NORMAL13,"(496, 512)",66.88748931884766
9,NORMAL10,NORMAL14,"(496, 512)",66.88764190673828
1,NORMAL10,DME2,"(496, 512)",66.91751861572266
2,NORMAL10,DME3,"(496, 512)",66.91763305664062
