,query1,query2,size,siamese_distance
1,DME3,DME2,"(496, 512)",63.43022918701172
14,DME3,NORMAL5,"(496, 512)",64.72262573242188
4,DME3,DME6,"(496, 512)",64.72367095947266
5,DME3,NORMAL1,"(496, 512)",64.72390747070312
17,DME3,NORMAL8,"(496, 512)",64.72413635253906
18,DME3,NORMAL9,"(496, 512)",64.72422790527344
7,DME3,NORMAL12,"(496, 512)",64.72445678710938
13,DME3,NORMAL4,"(496, 512)",64.72447967529297
2,DME3,DME4,"(496, 512)",64.72454071044922
8,DME3,NORMAL13,"(496, 512)",64.72463989257812
16,DME3,NORMAL7,"(496, 512)",64.72463989257812
12,DME3,NORMAL3,"(496, 512)",64.72481536865234
15,DME3,NORMAL6,"(496, 512)",64.72489166259766
3,DME3,DME5,"(496, 512)",64.72506713867188
6,DME3,NORMAL10,"(496, 512)",64.72508239746094
10,DME3,NORMAL15,"(496, 512)",64.72518920898438
9,DME3,NORMAL14,"(496, 512)",64.72535705566406
11,DME3,NORMAL2,"(496, 512)",64.72549438476562
0,DME3,DME1,"(496, 512)",66.01119232177734
