,query1,query2,size,siamese_distance
16,NORMAL12,NORMAL7,"(496, 512)",63.29798889160156
18,NORMAL12,NORMAL9,"(496, 512)",63.2983283996582
17,NORMAL12,NORMAL8,"(496, 512)",63.29834747314453
15,NORMAL12,NORMAL6,"(496, 512)",63.29889678955078
14,NORMAL12,NORMAL5,"(496, 512)",63.57772445678711
0,NORMAL12,DME1,"(496, 512)",64.7564697265625
1,NORMAL12,DME2,"(496, 512)",65.16192626953125
10,NORMAL12,NORMAL15,"(496, 512)",65.61580657958984
4,NORMAL12,DME5,"(496, 512)",65.67668151855469
3,NORMAL12,DME4,"(496, 512)",65.67694091796875
2,NORMAL12,DME3,"(496, 512)",65.67710876464844
12,NORMAL12,NORMAL3,"(496, 512)",65.70040893554688
13,NORMAL12,NORMAL4,"(496, 512)",65.70088195800781
11,NORMAL12,NORMAL2,"(496, 512)",65.7022476196289
6,NORMAL12,NORMAL1,"(496, 512)",66.10775756835938
8,NORMAL12,NORMAL13,"(496, 512)",66.10791778564453
5,NORMAL12,DME6,"(496, 512)",66.1082534790039
9,NORMAL12,NORMAL14,"(496, 512)",66.10859680175781
7,NORMAL12,NORMAL10,"(496, 512)",66.10920715332031
