,query1,query2,size,siamese_distance
6,NORMAL6,NORMAL1,"(496, 512)",64.09710693359375
0,NORMAL6,DME1,"(496, 512)",64.14387512207031
7,NORMAL6,NORMAL10,"(496, 512)",64.44270324707031
17,NORMAL6,NORMAL8,"(496, 512)",64.6815414428711
12,NORMAL6,NORMAL2,"(496, 512)",64.72528839111328
1,NORMAL6,DME2,"(496, 512)",64.75263977050781
4,NORMAL6,DME5,"(496, 512)",64.76979064941406
10,NORMAL6,NORMAL14,"(496, 512)",64.84117889404297
9,NORMAL6,NORMAL13,"(496, 512)",64.86210632324219
16,NORMAL6,NORMAL7,"(496, 512)",64.92536926269531
11,NORMAL6,NORMAL15,"(496, 512)",64.98754119873047
8,NORMAL6,NORMAL12,"(496, 512)",65.05012512207031
18,NORMAL6,NORMAL9,"(496, 512)",65.06739044189453
5,NORMAL6,DME6,"(496, 512)",65.09178924560547
13,NORMAL6,NORMAL3,"(496, 512)",65.14349365234375
3,NORMAL6,DME4,"(496, 512)",65.22975158691406
15,NORMAL6,NORMAL5,"(496, 512)",65.33301544189453
2,NORMAL6,DME3,"(496, 512)",65.49190521240234
14,NORMAL6,NORMAL4,"(496, 512)",65.60589599609375
