,query1,query2,size,siamese_distance
12,DME1,NORMAL3,"(496, 512)",65.24122619628906
11,DME1,NORMAL2,"(496, 512)",65.41951751708984
10,DME1,NORMAL15,"(496, 512)",65.4857177734375
7,DME1,NORMAL12,"(496, 512)",65.48578643798828
8,DME1,NORMAL13,"(496, 512)",65.48583221435547
9,DME1,NORMAL14,"(496, 512)",65.48590850830078
17,DME1,NORMAL8,"(496, 512)",65.7978744506836
13,DME1,NORMAL4,"(496, 512)",65.79801940917969
18,DME1,NORMAL9,"(496, 512)",65.79805755615234
15,DME1,NORMAL6,"(496, 512)",65.798095703125
16,DME1,NORMAL7,"(496, 512)",65.79846954345703
14,DME1,NORMAL5,"(496, 512)",65.79913330078125
4,DME1,DME6,"(496, 512)",65.91905975341797
3,DME1,DME5,"(496, 512)",66.03539276123047
6,DME1,NORMAL10,"(496, 512)",66.205078125
5,DME1,NORMAL1,"(496, 512)",66.48064422607422
1,DME1,DME3,"(496, 512)",66.58670043945312
0,DME1,DME2,"(496, 512)",66.83879089355469
2,DME1,DME4,"(496, 512)",66.8492660522461
