,query1,query2,size,siamese_distance
4,NORMAL14,DME5,"(496, 512)",63.13591766357422
13,NORMAL14,NORMAL4,"(496, 512)",63.13597106933594
14,NORMAL14,NORMAL5,"(496, 512)",64.40265655517578
16,NORMAL14,NORMAL7,"(496, 512)",64.40277099609375
18,NORMAL14,NORMAL9,"(496, 512)",64.40287017822266
15,NORMAL14,NORMAL6,"(496, 512)",64.40336608886719
17,NORMAL14,NORMAL8,"(496, 512)",64.40345001220703
1,NORMAL14,DME2,"(496, 512)",65.34525299072266
12,NORMAL14,NORMAL3,"(496, 512)",65.46957397460938
10,NORMAL14,NORMAL15,"(496, 512)",65.46959686279297
8,NORMAL14,NORMAL12,"(496, 512)",65.47000885009766
5,NORMAL14,DME6,"(496, 512)",65.47001647949219
11,NORMAL14,NORMAL2,"(496, 512)",65.47002410888672
6,NORMAL14,NORMAL1,"(496, 512)",65.47007751464844
7,NORMAL14,NORMAL10,"(496, 512)",65.47039031982422
9,NORMAL14,NORMAL13,"(496, 512)",65.4704818725586
0,NORMAL14,DME1,"(496, 512)",65.5406265258789
2,NORMAL14,DME3,"(496, 512)",65.86888122558594
3,NORMAL14,DME4,"(496, 512)",65.86893463134766
