,query1,query2,size,siamese_distance
15,NORMAL5,NORMAL6,"(496, 512)",63.79765701293945
17,NORMAL5,NORMAL8,"(496, 512)",64.33792114257812
0,NORMAL5,DME1,"(496, 512)",64.40319061279297
11,NORMAL5,NORMAL15,"(496, 512)",64.48762512207031
16,NORMAL5,NORMAL7,"(496, 512)",64.63175201416016
12,NORMAL5,NORMAL2,"(496, 512)",64.64005279541016
9,NORMAL5,NORMAL13,"(496, 512)",64.72693634033203
5,NORMAL5,DME6,"(496, 512)",64.72708129882812
7,NORMAL5,NORMAL10,"(496, 512)",64.72786712646484
3,NORMAL5,DME4,"(496, 512)",64.72799682617188
8,NORMAL5,NORMAL12,"(496, 512)",64.72807312011719
10,NORMAL5,NORMAL14,"(496, 512)",64.72808837890625
4,NORMAL5,DME5,"(496, 512)",64.7281265258789
2,NORMAL5,DME3,"(496, 512)",64.72814178466797
6,NORMAL5,NORMAL1,"(496, 512)",64.72814178466797
1,NORMAL5,DME2,"(496, 512)",64.72871398925781
13,NORMAL5,NORMAL3,"(496, 512)",65.01685333251953
18,NORMAL5,NORMAL9,"(496, 512)",65.04762268066406
14,NORMAL5,NORMAL4,"(496, 512)",65.47682189941406
