,query1,query2,size,siamese_distance
28,NORMAL14,NORMAL9,"(496, 512)",62.302574157714844
18,NORMAL14,NORMAL12,"(496, 512)",62.489158630371094
5,NORMAL14,AMD4,"(496, 512)",62.51327896118164
21,NORMAL14,NORMAL2,"(496, 512)",62.5355224609375
12,NORMAL14,DME4,"(496, 512)",62.539337158203125
13,NORMAL14,DME5,"(496, 512)",62.764713287353516
19,NORMAL14,NORMAL13,"(496, 512)",62.80463790893555
7,NORMAL14,AMD6,"(496, 512)",62.834136962890625
27,NORMAL14,NORMAL8,"(496, 512)",62.90560531616211
10,NORMAL14,DME2,"(496, 512)",62.916038513183594
26,NORMAL14,NORMAL7,"(496, 512)",62.916725158691406
15,NORMAL14,NORMAL1,"(496, 512)",62.94530487060547
9,NORMAL14,DME1,"(496, 512)",62.95967102050781
23,NORMAL14,NORMAL4,"(496, 512)",63.000709533691406
20,NORMAL14,NORMAL15,"(496, 512)",63.008140563964844
2,NORMAL14,AMD12,"(496, 512)",63.01801681518555
16,NORMAL14,NORMAL10,"(496, 512)",63.07637405395508
25,NORMAL14,NORMAL6,"(496, 512)",63.08012390136719
3,NORMAL14,AMD13,"(496, 512)",63.10567855834961
14,NORMAL14,DME6,"(496, 512)",63.15715408325195
4,NORMAL14,AMD2,"(496, 512)",63.1617546081543
22,NORMAL14,NORMAL3,"(496, 512)",63.252872467041016
17,NORMAL14,NORMAL11,"(496, 512)",63.33217239379883
6,NORMAL14,AMD5,"(496, 512)",63.397377014160156
0,NORMAL14,AMD1,"(496, 512)",63.43147277832031
24,NORMAL14,NORMAL5,"(496, 512)",63.45801544189453
8,NORMAL14,AMD8,"(496, 512)",63.474037170410156
1,NORMAL14,AMD11,"(496, 512)",63.87313461303711
11,NORMAL14,DME3,"(496, 512)",64.10221862792969
