,query1,query2,size,siamese_distance
27,NORMAL10,NORMAL8,"(496, 512)",62.459407806396484
21,NORMAL10,NORMAL2,"(496, 512)",62.570682525634766
25,NORMAL10,NORMAL6,"(496, 512)",62.65439987182617
23,NORMAL10,NORMAL4,"(496, 512)",62.764617919921875
4,NORMAL10,AMD2,"(496, 512)",62.78854751586914
3,NORMAL10,AMD13,"(496, 512)",62.91061019897461
22,NORMAL10,NORMAL3,"(496, 512)",62.9141731262207
10,NORMAL10,DME2,"(496, 512)",62.91756057739258
12,NORMAL10,DME4,"(496, 512)",62.946746826171875
18,NORMAL10,NORMAL13,"(496, 512)",62.98922348022461
5,NORMAL10,AMD4,"(496, 512)",62.989742279052734
9,NORMAL10,DME1,"(496, 512)",63.03327941894531
19,NORMAL10,NORMAL14,"(496, 512)",63.07637405395508
15,NORMAL10,NORMAL1,"(496, 512)",63.09272003173828
13,NORMAL10,DME5,"(496, 512)",63.10321044921875
26,NORMAL10,NORMAL7,"(496, 512)",63.14503860473633
0,NORMAL10,AMD1,"(496, 512)",63.23325729370117
28,NORMAL10,NORMAL9,"(496, 512)",63.28693389892578
17,NORMAL10,NORMAL12,"(496, 512)",63.33600997924805
11,NORMAL10,DME3,"(496, 512)",63.336891174316406
6,NORMAL10,AMD5,"(496, 512)",63.423500061035156
16,NORMAL10,NORMAL11,"(496, 512)",63.46345520019531
1,NORMAL10,AMD11,"(496, 512)",63.47755813598633
20,NORMAL10,NORMAL15,"(496, 512)",63.522491455078125
14,NORMAL10,DME6,"(496, 512)",63.59123229980469
24,NORMAL10,NORMAL5,"(496, 512)",63.5963134765625
2,NORMAL10,AMD12,"(496, 512)",63.61069869995117
7,NORMAL10,AMD6,"(496, 512)",63.69927215576172
8,NORMAL10,AMD8,"(496, 512)",63.84724807739258
