,query1,query2,size,siamese_distance
4,AMD2,AMD4,"(496, 512)",62.234493255615234
28,AMD2,NORMAL9,"(496, 512)",62.23762893676758
12,AMD2,DME5,"(496, 512)",62.3382568359375
21,AMD2,NORMAL2,"(496, 512)",62.34223175048828
11,AMD2,DME4,"(496, 512)",62.39557647705078
9,AMD2,DME2,"(496, 512)",62.54566955566406
17,AMD2,NORMAL12,"(496, 512)",62.63941192626953
27,AMD2,NORMAL8,"(496, 512)",62.69937515258789
23,AMD2,NORMAL4,"(496, 512)",62.76646041870117
15,AMD2,NORMAL10,"(496, 512)",62.78854751586914
6,AMD2,AMD6,"(496, 512)",62.79099655151367
18,AMD2,NORMAL13,"(496, 512)",62.90708923339844
2,AMD2,AMD12,"(496, 512)",62.96428298950195
25,AMD2,NORMAL6,"(496, 512)",62.96477508544922
3,AMD2,AMD13,"(496, 512)",62.96620178222656
8,AMD2,DME1,"(496, 512)",63.04206466674805
14,AMD2,NORMAL1,"(496, 512)",63.04597854614258
13,AMD2,DME6,"(496, 512)",63.103843688964844
20,AMD2,NORMAL15,"(496, 512)",63.138824462890625
5,AMD2,AMD5,"(496, 512)",63.139869689941406
19,AMD2,NORMAL14,"(496, 512)",63.1617546081543
0,AMD2,AMD1,"(496, 512)",63.19825744628906
26,AMD2,NORMAL7,"(496, 512)",63.229190826416016
7,AMD2,AMD8,"(496, 512)",63.43427658081055
16,AMD2,NORMAL11,"(496, 512)",63.482818603515625
22,AMD2,NORMAL3,"(496, 512)",63.61289978027344
10,AMD2,DME3,"(496, 512)",63.676387786865234
1,AMD2,AMD11,"(496, 512)",63.72908020019531
24,AMD2,NORMAL5,"(496, 512)",63.73214340209961
