,query1,query2,size,siamese_distance
3,DME4,AMD13,"(496, 512)",62.17963409423828
25,DME4,NORMAL6,"(496, 512)",62.259639739990234
12,DME4,DME5,"(496, 512)",62.382938385009766
4,DME4,AMD2,"(496, 512)",62.39557647705078
26,DME4,NORMAL7,"(496, 512)",62.435855865478516
14,DME4,NORMAL1,"(496, 512)",62.49150466918945
18,DME4,NORMAL13,"(496, 512)",62.496681213378906
21,DME4,NORMAL2,"(496, 512)",62.51666259765625
19,DME4,NORMAL14,"(496, 512)",62.539337158203125
5,DME4,AMD4,"(496, 512)",62.54160690307617
6,DME4,AMD5,"(496, 512)",62.580596923828125
22,DME4,NORMAL3,"(496, 512)",62.580970764160156
28,DME4,NORMAL9,"(496, 512)",62.722267150878906
17,DME4,NORMAL12,"(496, 512)",62.871219635009766
10,DME4,DME2,"(496, 512)",62.91524124145508
27,DME4,NORMAL8,"(496, 512)",62.918251037597656
15,DME4,NORMAL10,"(496, 512)",62.946746826171875
20,DME4,NORMAL15,"(496, 512)",62.95636749267578
23,DME4,NORMAL4,"(496, 512)",63.04234313964844
2,DME4,AMD12,"(496, 512)",63.176292419433594
8,DME4,AMD8,"(496, 512)",63.18159103393555
7,DME4,AMD6,"(496, 512)",63.2045783996582
13,DME4,DME6,"(496, 512)",63.29775619506836
9,DME4,DME1,"(496, 512)",63.31871795654297
16,DME4,NORMAL11,"(496, 512)",63.44166946411133
0,DME4,AMD1,"(496, 512)",63.625186920166016
24,DME4,NORMAL5,"(496, 512)",63.62588119506836
11,DME4,DME3,"(496, 512)",63.82435607910156
1,DME4,AMD11,"(496, 512)",63.99339294433594
