,query1,query2,size,siamese_distance
11,DME15,DME7,"(496, 512)",62.495689392089844
22,DME15,NORMAL4,"(496, 512)",62.50515365600586
3,DME15,DME12,"(496, 512)",62.51539993286133
10,DME15,DME6,"(496, 512)",62.548683166503906
8,DME15,DME4,"(496, 512)",62.58602523803711
17,DME15,NORMAL13,"(496, 512)",62.60377883911133
4,DME15,DME13,"(496, 512)",62.612361907958984
12,DME15,DME8,"(496, 512)",62.61674118041992
27,DME15,NORMAL9,"(496, 512)",62.62110137939453
26,DME15,NORMAL8,"(496, 512)",62.628662109375
0,DME15,DME1,"(496, 512)",62.63969802856445
9,DME15,DME5,"(496, 512)",62.641780853271484
7,DME15,DME3,"(496, 512)",62.66627502441406
13,DME15,DME9,"(496, 512)",62.68181610107422
18,DME15,NORMAL14,"(496, 512)",62.68976593017578
16,DME15,NORMAL12,"(496, 512)",62.69855499267578
14,DME15,NORMAL1,"(496, 512)",62.70083236694336
15,DME15,NORMAL10,"(496, 512)",62.700843811035156
19,DME15,NORMAL15,"(496, 512)",62.71436309814453
25,DME15,NORMAL7,"(496, 512)",62.721988677978516
21,DME15,NORMAL3,"(496, 512)",62.722415924072266
20,DME15,NORMAL2,"(496, 512)",62.73383331298828
23,DME15,NORMAL5,"(496, 512)",62.743961334228516
6,DME15,DME2,"(496, 512)",62.77010726928711
2,DME15,DME11,"(496, 512)",62.82278823852539
24,DME15,NORMAL6,"(496, 512)",62.82597732543945
5,DME15,DME14,"(496, 512)",62.84644317626953
1,DME15,DME10,"(496, 512)",62.85343933105469
