,query1,query2,size,siamese_distance
21,NORMAL1,NORMAL3,"(496, 512)",62.88263702392578
20,NORMAL1,NORMAL2,"(496, 512)",63.1395263671875
16,NORMAL1,NORMAL12,"(496, 512)",63.28781509399414
25,NORMAL1,NORMAL7,"(496, 512)",63.2984619140625
9,NORMAL1,DME4,"(496, 512)",63.322837829589844
24,NORMAL1,NORMAL6,"(496, 512)",63.390480041503906
19,NORMAL1,NORMAL15,"(496, 512)",63.445770263671875
12,NORMAL1,DME7,"(496, 512)",63.558265686035156
15,NORMAL1,NORMAL10,"(496, 512)",63.571475982666016
3,NORMAL1,DME12,"(496, 512)",63.67449951171875
10,NORMAL1,DME5,"(496, 512)",63.677188873291016
18,NORMAL1,NORMAL14,"(496, 512)",63.683448791503906
27,NORMAL1,NORMAL9,"(496, 512)",63.70880889892578
17,NORMAL1,NORMAL13,"(496, 512)",63.726043701171875
11,NORMAL1,DME6,"(496, 512)",63.76804733276367
22,NORMAL1,NORMAL4,"(496, 512)",63.77684783935547
26,NORMAL1,NORMAL8,"(496, 512)",63.7859992980957
6,NORMAL1,DME15,"(496, 512)",63.84345626831055
13,NORMAL1,DME8,"(496, 512)",63.94260787963867
23,NORMAL1,NORMAL5,"(496, 512)",64.0019760131836
0,NORMAL1,DME1,"(496, 512)",64.04179382324219
4,NORMAL1,DME13,"(496, 512)",64.3124771118164
14,NORMAL1,DME9,"(496, 512)",64.6324462890625
7,NORMAL1,DME2,"(496, 512)",64.69352722167969
5,NORMAL1,DME14,"(496, 512)",64.920166015625
1,NORMAL1,DME10,"(496, 512)",65.05914306640625
2,NORMAL1,DME11,"(496, 512)",65.23233032226562
8,NORMAL1,DME3,"(496, 512)",65.57949829101562
