,query1,query2,size,siamese_distance
4,DME2,DME13,"(496, 512)",63.521785736083984
13,DME2,DME9,"(496, 512)",63.641231536865234
5,DME2,DME14,"(496, 512)",63.6505126953125
12,DME2,DME8,"(496, 512)",63.6602783203125
23,DME2,NORMAL5,"(496, 512)",63.715850830078125
2,DME2,DME11,"(496, 512)",63.72026824951172
0,DME2,DME1,"(496, 512)",63.80031204223633
1,DME2,DME10,"(496, 512)",63.81575393676758
18,DME2,NORMAL14,"(496, 512)",64.02120971679688
6,DME2,DME15,"(496, 512)",64.05501556396484
11,DME2,DME7,"(496, 512)",64.1020736694336
3,DME2,DME12,"(496, 512)",64.16036987304688
9,DME2,DME5,"(496, 512)",64.17530822753906
17,DME2,NORMAL13,"(496, 512)",64.19159698486328
27,DME2,NORMAL9,"(496, 512)",64.19325256347656
10,DME2,DME6,"(496, 512)",64.25605010986328
22,DME2,NORMAL4,"(496, 512)",64.26850891113281
24,DME2,NORMAL6,"(496, 512)",64.39887237548828
15,DME2,NORMAL10,"(496, 512)",64.4129867553711
19,DME2,NORMAL15,"(496, 512)",64.43431854248047
26,DME2,NORMAL8,"(496, 512)",64.46102142333984
25,DME2,NORMAL7,"(496, 512)",64.47160339355469
21,DME2,NORMAL3,"(496, 512)",64.49600219726562
7,DME2,DME3,"(496, 512)",64.64551544189453
16,DME2,NORMAL12,"(496, 512)",64.69302368164062
14,DME2,NORMAL1,"(496, 512)",64.69352722167969
8,DME2,DME4,"(496, 512)",64.71493530273438
20,DME2,NORMAL2,"(496, 512)",65.0709228515625
