,query1,query2,size,siamese_distance
1,DME9,DME10,"(496, 512)",63.26643371582031
4,DME9,DME13,"(496, 512)",63.32196807861328
5,DME9,DME14,"(496, 512)",63.491397857666016
2,DME9,DME11,"(496, 512)",63.5648193359375
7,DME9,DME2,"(496, 512)",63.641231536865234
13,DME9,DME8,"(496, 512)",63.65332794189453
23,DME9,NORMAL5,"(496, 512)",63.83041000366211
0,DME9,DME1,"(496, 512)",63.857242584228516
18,DME9,NORMAL14,"(496, 512)",63.96619415283203
12,DME9,DME7,"(496, 512)",63.97382736206055
6,DME9,DME15,"(496, 512)",64.04055786132812
3,DME9,DME12,"(496, 512)",64.17223358154297
10,DME9,DME5,"(496, 512)",64.17250061035156
22,DME9,NORMAL4,"(496, 512)",64.21524047851562
27,DME9,NORMAL9,"(496, 512)",64.21625518798828
17,DME9,NORMAL13,"(496, 512)",64.2176284790039
11,DME9,DME6,"(496, 512)",64.26818084716797
8,DME9,DME3,"(496, 512)",64.32971954345703
25,DME9,NORMAL7,"(496, 512)",64.33810424804688
15,DME9,NORMAL10,"(496, 512)",64.34160614013672
24,DME9,NORMAL6,"(496, 512)",64.36473083496094
26,DME9,NORMAL8,"(496, 512)",64.41061401367188
19,DME9,NORMAL15,"(496, 512)",64.41709899902344
21,DME9,NORMAL3,"(496, 512)",64.4617691040039
16,DME9,NORMAL12,"(496, 512)",64.55253601074219
9,DME9,DME4,"(496, 512)",64.58181762695312
14,DME9,NORMAL1,"(496, 512)",64.6324462890625
20,DME9,NORMAL2,"(496, 512)",64.92012786865234
