,query1,query2,size,siamese_distance
23,DME8,NORMAL5,"(496, 512)",63.12045669555664
0,DME8,DME1,"(496, 512)",63.21072769165039
6,DME8,DME15,"(496, 512)",63.267112731933594
4,DME8,DME13,"(496, 512)",63.31513595581055
18,DME8,NORMAL14,"(496, 512)",63.39997482299805
22,DME8,NORMAL4,"(496, 512)",63.462013244628906
12,DME8,DME7,"(496, 512)",63.47516632080078
3,DME8,DME12,"(496, 512)",63.47562789916992
10,DME8,DME5,"(496, 512)",63.508724212646484
27,DME8,NORMAL9,"(496, 512)",63.522098541259766
11,DME8,DME6,"(496, 512)",63.545841217041016
17,DME8,NORMAL13,"(496, 512)",63.56667709350586
13,DME8,DME9,"(496, 512)",63.65332794189453
7,DME8,DME2,"(496, 512)",63.6602783203125
26,DME8,NORMAL8,"(496, 512)",63.74205780029297
19,DME8,NORMAL15,"(496, 512)",63.78636169433594
25,DME8,NORMAL7,"(496, 512)",63.80207061767578
24,DME8,NORMAL6,"(496, 512)",63.825592041015625
21,DME8,NORMAL3,"(496, 512)",63.838645935058594
15,DME8,NORMAL10,"(496, 512)",63.86581039428711
14,DME8,NORMAL1,"(496, 512)",63.94260787963867
9,DME8,DME4,"(496, 512)",63.9482421875
16,DME8,NORMAL12,"(496, 512)",63.99991226196289
5,DME8,DME14,"(496, 512)",64.1495361328125
1,DME8,DME10,"(496, 512)",64.20542907714844
20,DME8,NORMAL2,"(496, 512)",64.31932067871094
2,DME8,DME11,"(496, 512)",64.33454895019531
8,DME8,DME3,"(496, 512)",65.0728759765625
