,query1,query2,size,siamese_distance,time
19,AMD1,DME14,"(496, 512)",62.46820068359375,0.25504612922668457
15,AMD1,DME10,"(496, 512)",62.47998809814453,0.17999863624572754
16,AMD1,DME11,"(496, 512)",62.53504180908203,0.25800132751464844
6,AMD1,AMD2,"(496, 512)",62.542667388916016,0.20199894905090332
11,AMD1,AMD7,"(496, 512)",62.5797119140625,0.30297017097473145
22,AMD1,DME3,"(496, 512)",62.582481384277344,0.30899858474731445
28,AMD1,DME9,"(496, 512)",62.609458923339844,0.2580122947692871
1,AMD1,AMD11,"(496, 512)",62.66920852661133,0.25300097465515137
2,AMD1,AMD12,"(496, 512)",62.6711311340332,0.18498492240905762
21,AMD1,DME2,"(496, 512)",62.72980880737305,0.30699896812438965
18,AMD1,DME13,"(496, 512)",62.7667121887207,0.2630038261413574
8,AMD1,AMD4,"(496, 512)",62.77907943725586,0.18596887588500977
10,AMD1,AMD6,"(496, 512)",62.7977294921875,0.1935882568359375
27,AMD1,DME8,"(496, 512)",62.84417724609375,0.26197171211242676
20,AMD1,DME15,"(496, 512)",62.844913482666016,0.2621433734893799
24,AMD1,DME5,"(496, 512)",62.85419464111328,0.31099915504455566
25,AMD1,DME6,"(496, 512)",62.85853958129883,0.3150005340576172
5,AMD1,AMD15,"(496, 512)",62.87006378173828,0.206984281539917
26,AMD1,DME7,"(496, 512)",62.887596130371094,0.2579822540283203
3,AMD1,AMD13,"(496, 512)",62.89174270629883,0.18566179275512695
14,AMD1,DME1,"(496, 512)",62.937164306640625,0.3139941692352295
4,AMD1,AMD14,"(496, 512)",62.943138122558594,0.2970089912414551
0,AMD1,AMD10,"(496, 512)",62.96847915649414,0.38197851181030273
17,AMD1,DME12,"(496, 512)",62.975589752197266,0.25699949264526367
9,AMD1,AMD5,"(496, 512)",62.991397857666016,0.18199801445007324
23,AMD1,DME4,"(496, 512)",63.00578689575195,0.3049736022949219
13,AMD1,AMD9,"(496, 512)",63.02432632446289,0.30499863624572754
7,AMD1,AMD3,"(496, 512)",63.07004928588867,0.2083125114440918
12,AMD1,AMD8,"(496, 512)",63.15095520019531,0.18785405158996582
