,query1,query2,size,siamese_distance,time
3,DME2,AMD12,"(496, 512)",62.45383071899414,0.1840224266052246
19,DME2,DME13,"(496, 512)",62.48761749267578,0.2558929920196533
28,DME2,DME9,"(496, 512)",62.5178337097168,0.2539989948272705
12,DME2,AMD7,"(496, 512)",62.52830123901367,0.296964168548584
27,DME2,DME8,"(496, 512)",62.53476333618164,0.24800968170166016
20,DME2,DME14,"(496, 512)",62.56267166137695,0.24999475479125977
5,DME2,AMD14,"(496, 512)",62.580501556396484,0.30404090881347656
22,DME2,DME3,"(496, 512)",62.588539123535156,0.2989997863769531
6,DME2,AMD15,"(496, 512)",62.598915100097656,0.2140507698059082
9,DME2,AMD4,"(496, 512)",62.620513916015625,0.1859898567199707
26,DME2,DME7,"(496, 512)",62.621726989746094,0.25435829162597656
14,DME2,AMD9,"(496, 512)",62.643375396728516,0.3009779453277588
24,DME2,DME5,"(496, 512)",62.645992279052734,0.30100202560424805
16,DME2,DME10,"(496, 512)",62.64728927612305,0.1790015697479248
21,DME2,DME15,"(496, 512)",62.65119552612305,0.2567415237426758
4,DME2,AMD13,"(496, 512)",62.66402053833008,0.17982697486877441
17,DME2,DME11,"(496, 512)",62.666290283203125,0.25955653190612793
15,DME2,DME1,"(496, 512)",62.66865539550781,0.3109610080718994
25,DME2,DME6,"(496, 512)",62.67228698730469,0.3030126094818115
23,DME2,DME4,"(496, 512)",62.67322540283203,0.30299901962280273
11,DME2,AMD6,"(496, 512)",62.720069885253906,0.1829991340637207
18,DME2,DME12,"(496, 512)",62.726287841796875,0.25000882148742676
0,DME2,AMD1,"(496, 512)",62.72980880737305,0.2089993953704834
10,DME2,AMD5,"(496, 512)",62.76382827758789,0.18199968338012695
13,DME2,AMD8,"(496, 512)",62.76874542236328,0.18204045295715332
7,DME2,AMD2,"(496, 512)",62.80097579956055,0.21094655990600586
2,DME2,AMD11,"(496, 512)",63.01494598388672,0.18114948272705078
1,DME2,AMD10,"(496, 512)",63.15471649169922,0.3005237579345703
8,DME2,AMD3,"(496, 512)",63.314815521240234,0.2040095329284668
