,query1,query2,size,siamese_distance,time
22,DME6,NORMAL4,"(496, 512)",62.30488586425781,0.32277750968933105
6,DME6,DME15,"(496, 512)",62.3470458984375,0.2585935592651367
26,DME6,NORMAL8,"(496, 512)",62.376609802246094,0.3005526065826416
3,DME6,DME12,"(496, 512)",62.37810134887695,0.23437833786010742
17,DME6,NORMAL13,"(496, 512)",62.43938446044922,0.3049812316894531
11,DME6,DME7,"(496, 512)",62.4456672668457,0.2671976089477539
27,DME6,NORMAL9,"(496, 512)",62.45771408081055,0.3045186996459961
10,DME6,DME5,"(496, 512)",62.462867736816406,0.3124682903289795
12,DME6,DME8,"(496, 512)",62.5009651184082,0.2656240463256836
0,DME6,DME1,"(496, 512)",62.51263427734375,0.32862377166748047
19,DME6,NORMAL15,"(496, 512)",62.51504135131836,0.2992434501647949
16,DME6,NORMAL12,"(496, 512)",62.52722930908203,0.3119993209838867
18,DME6,NORMAL14,"(496, 512)",62.53972244262695,0.2938356399536133
15,DME6,NORMAL10,"(496, 512)",62.545841217041016,0.3208765983581543
23,DME6,NORMAL5,"(496, 512)",62.568511962890625,0.2960662841796875
9,DME6,DME4,"(496, 512)",62.57294464111328,0.3291490077972412
4,DME6,DME13,"(496, 512)",62.58325958251953,0.2576932907104492
24,DME6,NORMAL6,"(496, 512)",62.589752197265625,0.29674577713012695
20,DME6,NORMAL2,"(496, 512)",62.60039138793945,0.2991209030151367
21,DME6,NORMAL3,"(496, 512)",62.642417907714844,0.3003673553466797
5,DME6,DME14,"(496, 512)",62.64444351196289,0.2500011920928955
25,DME6,NORMAL7,"(496, 512)",62.6456184387207,0.3055245876312256
14,DME6,NORMAL1,"(496, 512)",62.65285873413086,0.3051927089691162
7,DME6,DME2,"(496, 512)",62.67228698730469,0.30832767486572266
13,DME6,DME9,"(496, 512)",62.72065734863281,0.2532680034637451
8,DME6,DME3,"(496, 512)",62.87411117553711,0.30762481689453125
1,DME6,DME10,"(496, 512)",62.9405517578125,0.17973947525024414
2,DME6,DME11,"(496, 512)",62.946353912353516,0.24804449081420898
