,query1,query2,size,siamese_distance
1,NORMAL4,DME10,"(496, 512)",62.27458953857422
2,NORMAL4,DME11,"(496, 512)",62.28605651855469
23,NORMAL4,NORMAL5,"(496, 512)",62.28961944580078
14,NORMAL4,DME9,"(496, 512)",62.299644470214844
0,NORMAL4,DME1,"(496, 512)",62.32056427001953
3,NORMAL4,DME12,"(496, 512)",62.3211669921875
5,NORMAL4,DME14,"(496, 512)",62.332923889160156
10,NORMAL4,DME5,"(496, 512)",62.340110778808594
13,NORMAL4,DME8,"(496, 512)",62.340824127197266
6,NORMAL4,DME15,"(496, 512)",62.35184860229492
26,NORMAL4,NORMAL8,"(496, 512)",62.35801696777344
16,NORMAL4,NORMAL10,"(496, 512)",62.3740119934082
11,NORMAL4,DME6,"(496, 512)",62.37648391723633
27,NORMAL4,NORMAL9,"(496, 512)",62.418975830078125
20,NORMAL4,NORMAL15,"(496, 512)",62.4201774597168
17,NORMAL4,NORMAL12,"(496, 512)",62.424659729003906
22,NORMAL4,NORMAL3,"(496, 512)",62.44474792480469
25,NORMAL4,NORMAL7,"(496, 512)",62.457881927490234
7,NORMAL4,DME2,"(496, 512)",62.45938491821289
12,NORMAL4,DME7,"(496, 512)",62.46936798095703
4,NORMAL4,DME13,"(496, 512)",62.4699592590332
8,NORMAL4,DME3,"(496, 512)",62.47260665893555
21,NORMAL4,NORMAL2,"(496, 512)",62.490806579589844
24,NORMAL4,NORMAL6,"(496, 512)",62.493873596191406
15,NORMAL4,NORMAL1,"(496, 512)",62.49654769897461
19,NORMAL4,NORMAL14,"(496, 512)",62.497764587402344
18,NORMAL4,NORMAL13,"(496, 512)",62.4979133605957
9,NORMAL4,DME4,"(496, 512)",62.611900329589844
