,query1,query2,size,siamese_distance
15,NORMAL6,NORMAL1,"(496, 512)",62.27981948852539
17,NORMAL6,NORMAL12,"(496, 512)",62.29123306274414
1,NORMAL6,DME10,"(496, 512)",62.3056755065918
21,NORMAL6,NORMAL2,"(496, 512)",62.31220626831055
24,NORMAL6,NORMAL5,"(496, 512)",62.325828552246094
19,NORMAL6,NORMAL14,"(496, 512)",62.34262466430664
22,NORMAL6,NORMAL3,"(496, 512)",62.34425735473633
13,NORMAL6,DME8,"(496, 512)",62.34587860107422
18,NORMAL6,NORMAL13,"(496, 512)",62.35378646850586
16,NORMAL6,NORMAL10,"(496, 512)",62.373348236083984
2,NORMAL6,DME11,"(496, 512)",62.37554168701172
14,NORMAL6,DME9,"(496, 512)",62.400360107421875
25,NORMAL6,NORMAL7,"(496, 512)",62.40080642700195
20,NORMAL6,NORMAL15,"(496, 512)",62.40625762939453
6,NORMAL6,DME15,"(496, 512)",62.433353424072266
5,NORMAL6,DME14,"(496, 512)",62.44181823730469
27,NORMAL6,NORMAL9,"(496, 512)",62.446895599365234
8,NORMAL6,DME3,"(496, 512)",62.45955276489258
0,NORMAL6,DME1,"(496, 512)",62.46126937866211
11,NORMAL6,DME6,"(496, 512)",62.48696517944336
23,NORMAL6,NORMAL4,"(496, 512)",62.493873596191406
12,NORMAL6,DME7,"(496, 512)",62.495601654052734
10,NORMAL6,DME5,"(496, 512)",62.54200744628906
4,NORMAL6,DME13,"(496, 512)",62.545230865478516
3,NORMAL6,DME12,"(496, 512)",62.558265686035156
26,NORMAL6,NORMAL8,"(496, 512)",62.56349563598633
9,NORMAL6,DME4,"(496, 512)",62.56768035888672
7,NORMAL6,DME2,"(496, 512)",62.577510833740234
