,query1,query2,size,siamese_distance
6,DME14,DME2,"(496, 512)",62.599571228027344
13,DME14,DME9,"(496, 512)",62.5996208190918
2,DME14,DME11,"(496, 512)",62.670005798339844
1,DME14,DME10,"(496, 512)",62.72920608520508
4,DME14,DME13,"(496, 512)",62.774253845214844
7,DME14,DME3,"(496, 512)",62.804481506347656
12,DME14,DME8,"(496, 512)",63.03458023071289
0,DME14,DME1,"(496, 512)",63.07240295410156
23,DME14,NORMAL5,"(496, 512)",63.102725982666016
11,DME14,DME7,"(496, 512)",63.23562240600586
3,DME14,DME12,"(496, 512)",63.2445182800293
18,DME14,NORMAL14,"(496, 512)",63.25483322143555
25,DME14,NORMAL7,"(496, 512)",63.28974533081055
5,DME14,DME15,"(496, 512)",63.325355529785156
9,DME14,DME5,"(496, 512)",63.33677673339844
21,DME14,NORMAL3,"(496, 512)",63.3451042175293
19,DME14,NORMAL15,"(496, 512)",63.40085983276367
24,DME14,NORMAL6,"(496, 512)",63.43227767944336
22,DME14,NORMAL4,"(496, 512)",63.46480941772461
27,DME14,NORMAL9,"(496, 512)",63.464866638183594
10,DME14,DME6,"(496, 512)",63.47393035888672
26,DME14,NORMAL8,"(496, 512)",63.488059997558594
14,DME14,NORMAL1,"(496, 512)",63.491817474365234
16,DME14,NORMAL12,"(496, 512)",63.49784469604492
17,DME14,NORMAL13,"(496, 512)",63.52064895629883
15,DME14,NORMAL10,"(496, 512)",63.536502838134766
8,DME14,DME4,"(496, 512)",63.55956268310547
20,DME14,NORMAL2,"(496, 512)",63.74736022949219
