,query1,query2,size,siamese_distance
6,NORMAL4,DME15,"(496, 512)",62.217037200927734
11,NORMAL4,DME6,"(496, 512)",62.29427719116211
10,NORMAL4,DME5,"(496, 512)",62.30372619628906
3,NORMAL4,DME12,"(496, 512)",62.35565948486328
27,NORMAL4,NORMAL9,"(496, 512)",62.37970733642578
26,NORMAL4,NORMAL8,"(496, 512)",62.383338928222656
12,NORMAL4,DME7,"(496, 512)",62.42774963378906
18,NORMAL4,NORMAL13,"(496, 512)",62.44841766357422
0,NORMAL4,DME1,"(496, 512)",62.53435516357422
20,NORMAL4,NORMAL15,"(496, 512)",62.5475959777832
24,NORMAL4,NORMAL6,"(496, 512)",62.56413269042969
22,NORMAL4,NORMAL3,"(496, 512)",62.59744644165039
16,NORMAL4,NORMAL10,"(496, 512)",62.628780364990234
25,NORMAL4,NORMAL7,"(496, 512)",62.6540412902832
23,NORMAL4,NORMAL5,"(496, 512)",62.659088134765625
19,NORMAL4,NORMAL14,"(496, 512)",62.673404693603516
13,NORMAL4,DME8,"(496, 512)",62.6778564453125
9,NORMAL4,DME4,"(496, 512)",62.704925537109375
17,NORMAL4,NORMAL12,"(496, 512)",62.76039123535156
15,NORMAL4,NORMAL1,"(496, 512)",62.77724838256836
4,NORMAL4,DME13,"(496, 512)",62.79450225830078
21,NORMAL4,NORMAL2,"(496, 512)",62.88040542602539
14,NORMAL4,DME9,"(496, 512)",63.02521514892578
7,NORMAL4,DME2,"(496, 512)",63.226932525634766
1,NORMAL4,DME10,"(496, 512)",63.36145782470703
2,NORMAL4,DME11,"(496, 512)",63.44123458862305
5,NORMAL4,DME14,"(496, 512)",63.46480941772461
8,NORMAL4,DME3,"(496, 512)",63.85304641723633
