,query1,query2,size,siamese_distance,average_image_time_query1,average_image_time_query2,patch_retrieval_time,image_comparison_time,total_time
4,DME9,DME13,"(496, 512)",62.33255386352539,0.14197826385498047,0.17000079154968262,0.0009984970092773438,0.12099957466125488,0.29199886322021484
1,DME9,DME10,"(496, 512)",62.34668731689453,0.14197826385498047,0.07304763793945312,0.0010061264038085938,0.11568331718444824,0.18973708152770996
13,DME9,DME8,"(496, 512)",62.51777648925781,0.14197826385498047,0.14126849174499512,0.0009980201721191406,0.11596536636352539,0.25823187828063965
23,DME9,NORMAL5,"(496, 512)",62.59954833984375,0.14197826385498047,0.1909933090209961,0.0009784698486328125,0.1140131950378418,0.3059849739074707
5,DME9,DME14,"(496, 512)",62.5996208190918,0.14197826385498047,0.14302396774291992,0.0010073184967041016,0.11473798751831055,0.25876927375793457
2,DME9,DME11,"(496, 512)",62.60362243652344,0.14197826385498047,0.14299893379211426,0.0010004043579101562,0.11300015449523926,0.25699949264526367
0,DME9,DME1,"(496, 512)",62.632144927978516,0.14197826385498047,0.18999147415161133,0.0009996891021728516,0.11393189430236816,0.30492305755615234
7,DME9,DME2,"(496, 512)",62.643802642822266,0.14197826385498047,0.19304561614990234,0.0010025501251220703,0.11697506904602051,0.3110232353210449
18,DME9,NORMAL14,"(496, 512)",62.73125457763672,0.14197826385498047,0.19502973556518555,0.0009999275207519531,0.11496973037719727,0.3119990825653076
12,DME9,DME7,"(496, 512)",62.865692138671875,0.14197826385498047,0.14202213287353516,0.0009760856628417969,0.11500191688537598,0.25800013542175293
3,DME9,DME12,"(496, 512)",62.89686965942383,0.14197826385498047,0.14499974250793457,0.00099945068359375,0.12000155448913574,0.26600074768066406
6,DME9,DME15,"(496, 512)",62.912353515625,0.14197826385498047,0.1420269012451172,0.0009999275207519531,0.11491155624389648,0.2579383850097656
10,DME9,DME5,"(496, 512)",62.98734664916992,0.14197826385498047,0.1959688663482666,0.0009996891021728516,0.11600065231323242,0.3129692077636719
27,DME9,NORMAL9,"(496, 512)",62.99017333984375,0.14197826385498047,0.19504547119140625,0.0009996891021728516,0.11599326133728027,0.3120384216308594
25,DME9,NORMAL7,"(496, 512)",63.019954681396484,0.14197826385498047,0.195021390914917,0.0,0.11697864532470703,0.312000036239624
17,DME9,NORMAL13,"(496, 512)",63.02016830444336,0.14197826385498047,0.199998140335083,0.0010004043579101562,0.11400079727172852,0.3149993419647217
22,DME9,NORMAL4,"(496, 512)",63.025211334228516,0.14197826385498047,0.19599699974060059,0.0,0.11600041389465332,0.3119974136352539
21,DME9,NORMAL3,"(496, 512)",63.0400505065918,0.14197826385498047,0.19202351570129395,0.0010018348693847656,0.11362957954406738,0.3066549301147461
24,DME9,NORMAL6,"(496, 512)",63.075279235839844,0.14197826385498047,0.1950066089630127,0.0009996891021728516,0.11498022079467773,0.3109865188598633
11,DME9,DME6,"(496, 512)",63.08293533325195,0.14197826385498047,0.19397783279418945,0.0010006427764892578,0.11304640769958496,0.30897951126098633
8,DME9,DME3,"(496, 512)",63.09711456298828,0.14197826385498047,0.19202280044555664,0.0009996891021728516,0.11520624160766602,0.3082287311553955
19,DME9,NORMAL15,"(496, 512)",63.12956237792969,0.14197826385498047,0.1960301399230957,0.0,0.11697006225585938,0.3130002021789551
26,DME9,NORMAL8,"(496, 512)",63.150264739990234,0.14197826385498047,0.1960296630859375,0.0009989738464355469,0.11397981643676758,0.3110084533691406
15,DME9,NORMAL10,"(496, 512)",63.16920471191406,0.14197826385498047,0.19202256202697754,0.0009996891021728516,0.11497926712036133,0.3080015182495117
14,DME9,NORMAL1,"(496, 512)",63.23733139038086,0.14197826385498047,0.1950223445892334,0.0,0.21499276161193848,0.4100151062011719
16,DME9,NORMAL12,"(496, 512)",63.24781036376953,0.14197826385498047,0.19302868843078613,0.0009946823120117188,0.1155543327331543,0.30957770347595215
9,DME9,DME4,"(496, 512)",63.31733703613281,0.14197826385498047,0.19304561614990234,0.0009999275207519531,0.11401128768920898,0.3080568313598633
20,DME9,NORMAL2,"(496, 512)",63.521785736083984,0.14197826385498047,0.19700241088867188,0.001027822494506836,0.11496973037719727,0.312999963760376
