,query1,query2,size,siamese_distance,time
13,DME10,DME9,"(496, 512)",63.45197296142578,0.25002050399780273
1,DME10,DME11,"(496, 512)",63.54560470581055,0.2500021457672119
4,DME10,DME14,"(496, 512)",63.92851638793945,0.25200510025024414
3,DME10,DME13,"(496, 512)",63.96702194213867,0.2500002384185791
6,DME10,DME2,"(496, 512)",64.10881042480469,0.2995471954345703
7,DME10,DME3,"(496, 512)",64.25765991210938,0.2968747615814209
12,DME10,DME8,"(496, 512)",64.60499572753906,0.25229334831237793
0,DME10,DME1,"(496, 512)",64.6954345703125,0.30156970024108887
23,DME10,NORMAL5,"(496, 512)",64.70694732666016,0.29895615577697754
11,DME10,DME7,"(496, 512)",64.7579116821289,0.2500166893005371
18,DME10,NORMAL14,"(496, 512)",64.88895416259766,0.2968740463256836
5,DME10,DME15,"(496, 512)",64.925048828125,0.23435401916503906
2,DME10,DME12,"(496, 512)",65.06646728515625,0.314807653427124
27,DME10,NORMAL9,"(496, 512)",65.1416015625,0.29685306549072266
25,DME10,NORMAL7,"(496, 512)",65.14591217041016,0.29685163497924805
10,DME10,DME6,"(496, 512)",65.16403198242188,0.2990696430206299
17,DME10,NORMAL13,"(496, 512)",65.18466186523438,0.29900360107421875
9,DME10,DME5,"(496, 512)",65.19145965576172,0.2968742847442627
22,DME10,NORMAL4,"(496, 512)",65.21804809570312,0.296875
19,DME10,NORMAL15,"(496, 512)",65.2824935913086,0.2993428707122803
24,DME10,NORMAL6,"(496, 512)",65.30304718017578,0.29927778244018555
21,DME10,NORMAL3,"(496, 512)",65.41764831542969,0.30147862434387207
16,DME10,NORMAL12,"(496, 512)",65.44743347167969,0.2812495231628418
26,DME10,NORMAL8,"(496, 512)",65.48681640625,0.2992715835571289
15,DME10,NORMAL10,"(496, 512)",65.49765014648438,0.29921746253967285
14,DME10,NORMAL1,"(496, 512)",65.52202606201172,0.3012197017669678
8,DME10,DME4,"(496, 512)",65.58159637451172,0.30130934715270996
20,DME10,NORMAL2,"(496, 512)",65.7197494506836,0.2968742847442627
