,query1,query2,size,siamese_distance
15,NORMAL15,NORMAL6,"(496, 512)",62.315704345703125
18,NORMAL15,NORMAL9,"(496, 512)",62.31632614135742
16,NORMAL15,NORMAL7,"(496, 512)",62.316802978515625
3,NORMAL15,DME4,"(496, 512)",62.3189582824707
9,NORMAL15,NORMAL13,"(496, 512)",62.319278717041016
17,NORMAL15,NORMAL8,"(496, 512)",62.31938171386719
7,NORMAL15,NORMAL10,"(496, 512)",62.32022476196289
4,NORMAL15,DME5,"(496, 512)",62.32072448730469
5,NORMAL15,DME6,"(496, 512)",62.32074737548828
10,NORMAL15,NORMAL14,"(496, 512)",62.32123565673828
14,NORMAL15,NORMAL5,"(496, 512)",62.32161331176758
6,NORMAL15,NORMAL1,"(496, 512)",62.321868896484375
2,NORMAL15,DME3,"(496, 512)",62.321964263916016
1,NORMAL15,DME2,"(496, 512)",62.32197570800781
0,NORMAL15,DME1,"(496, 512)",62.3221549987793
12,NORMAL15,NORMAL3,"(496, 512)",62.32221221923828
8,NORMAL15,NORMAL12,"(496, 512)",62.323577880859375
11,NORMAL15,NORMAL2,"(496, 512)",62.324378967285156
13,NORMAL15,NORMAL4,"(496, 512)",62.327789306640625
