,query1,query2,size,siamese_distance
6,NORMAL14,NORMAL1,"(496, 512)",62.316375732421875
4,NORMAL14,DME5,"(496, 512)",62.31737518310547
1,NORMAL14,DME2,"(496, 512)",62.3173828125
2,NORMAL14,DME3,"(496, 512)",62.3173828125
3,NORMAL14,DME4,"(496, 512)",62.3173828125
5,NORMAL14,DME6,"(496, 512)",62.3173828125
0,NORMAL14,DME1,"(496, 512)",62.31739044189453
12,NORMAL14,NORMAL3,"(496, 512)",62.32157897949219
13,NORMAL14,NORMAL4,"(496, 512)",62.321590423583984
17,NORMAL14,NORMAL8,"(496, 512)",62.321590423583984
9,NORMAL14,NORMAL13,"(496, 512)",62.32159423828125
10,NORMAL14,NORMAL15,"(496, 512)",62.32159423828125
15,NORMAL14,NORMAL6,"(496, 512)",62.32160186767578
16,NORMAL14,NORMAL7,"(496, 512)",62.32160186767578
11,NORMAL14,NORMAL2,"(496, 512)",62.32160568237305
8,NORMAL14,NORMAL12,"(496, 512)",62.32160568237305
7,NORMAL14,NORMAL10,"(496, 512)",62.32160568237305
18,NORMAL14,NORMAL9,"(496, 512)",62.32160568237305
14,NORMAL14,NORMAL5,"(496, 512)",62.32162094116211
