,query1,query2,size,siamese_distance,time
17,AMD6,DME12,"(496, 512)",62.4348030090332,0.2515273094177246
10,AMD6,AMD5,"(496, 512)",62.52717590332031,0.1809999942779541
20,AMD6,DME15,"(496, 512)",62.55197525024414,0.2570021152496338
14,AMD6,DME1,"(496, 512)",62.557682037353516,0.31400370597839355
9,AMD6,AMD4,"(496, 512)",62.55780792236328,0.1769864559173584
26,AMD6,DME7,"(496, 512)",62.5640869140625,0.25800275802612305
5,AMD6,AMD14,"(496, 512)",62.5745849609375,0.31099939346313477
23,AMD6,DME4,"(496, 512)",62.57741928100586,0.3100111484527588
25,AMD6,DME6,"(496, 512)",62.58332061767578,0.31499719619750977
24,AMD6,DME5,"(496, 512)",62.6019172668457,0.31798768043518066
18,AMD6,DME13,"(496, 512)",62.60763931274414,0.25789475440979004
27,AMD6,DME8,"(496, 512)",62.63881301879883,0.2573564052581787
6,AMD6,AMD15,"(496, 512)",62.647186279296875,0.20200014114379883
12,AMD6,AMD8,"(496, 512)",62.68040466308594,0.1879863739013672
28,AMD6,DME9,"(496, 512)",62.68244171142578,0.25606393814086914
13,AMD6,AMD9,"(496, 512)",62.686561584472656,0.3010101318359375
4,AMD6,AMD13,"(496, 512)",62.69750213623047,0.18175363540649414
11,AMD6,AMD7,"(496, 512)",62.73234558105469,0.3010122776031494
22,AMD6,DME3,"(496, 512)",62.748931884765625,0.3190009593963623
3,AMD6,AMD12,"(496, 512)",62.760223388671875,0.1869969367980957
21,AMD6,DME2,"(496, 512)",62.83202362060547,0.30199122428894043
19,AMD6,DME14,"(496, 512)",62.84319305419922,0.25200843811035156
7,AMD6,AMD2,"(496, 512)",62.851810455322266,0.20800065994262695
0,AMD6,AMD1,"(496, 512)",62.86140060424805,0.21000146865844727
15,AMD6,DME10,"(496, 512)",62.877891540527344,0.1816556453704834
16,AMD6,DME11,"(496, 512)",62.930091857910156,0.2603604793548584
2,AMD6,AMD11,"(496, 512)",62.94438552856445,0.18400335311889648
8,AMD6,AMD3,"(496, 512)",62.96535873413086,0.20801401138305664
1,AMD6,AMD10,"(496, 512)",63.082252502441406,0.2982509136199951
