,query1,query2,size,siamese_distance,time
15,DME8,NORMAL10,"(496, 512)",61.28646469116211,0.3018972873687744
8,DME8,DME3,"(496, 512)",61.33806610107422,0.28125691413879395
16,DME8,NORMAL12,"(496, 512)",61.51146697998047,0.2898104190826416
26,DME8,NORMAL8,"(496, 512)",61.515785217285156,0.31252360343933105
2,DME8,DME11,"(496, 512)",61.518043518066406,0.2343747615814209
10,DME8,DME5,"(496, 512)",61.546791076660156,0.28872013092041016
1,DME8,DME10,"(496, 512)",61.59174346923828,0.1875293254852295
24,DME8,NORMAL6,"(496, 512)",61.64021682739258,0.3168928623199463
21,DME8,NORMAL3,"(496, 512)",61.675724029541016,0.2962062358856201
5,DME8,DME14,"(496, 512)",61.683074951171875,0.25191330909729004
3,DME8,DME12,"(496, 512)",61.693843841552734,0.24179911613464355
4,DME8,DME13,"(496, 512)",61.69911193847656,0.2343740463256836
19,DME8,NORMAL15,"(496, 512)",61.71012496948242,0.2995126247406006
13,DME8,DME9,"(496, 512)",61.712608337402344,0.2418811321258545
20,DME8,NORMAL2,"(496, 512)",61.71586608886719,0.31614089012145996
14,DME8,NORMAL1,"(496, 512)",61.7354850769043,0.30373382568359375
7,DME8,DME2,"(496, 512)",61.75486755371094,0.2873208522796631
12,DME8,DME7,"(496, 512)",61.76462936401367,0.2590830326080322
11,DME8,DME6,"(496, 512)",61.7744026184082,0.32285380363464355
22,DME8,NORMAL4,"(496, 512)",61.77628707885742,0.296323299407959
25,DME8,NORMAL7,"(496, 512)",61.778709411621094,0.2866647243499756
17,DME8,NORMAL13,"(496, 512)",61.79151153564453,0.29830098152160645
27,DME8,NORMAL9,"(496, 512)",61.80988693237305,0.30687475204467773
18,DME8,NORMAL14,"(496, 512)",61.8292350769043,0.31687188148498535
9,DME8,DME4,"(496, 512)",61.844547271728516,0.3144681453704834
6,DME8,DME15,"(496, 512)",61.858272552490234,0.2344074249267578
0,DME8,DME1,"(496, 512)",61.934120178222656,0.30525827407836914
23,DME8,NORMAL5,"(496, 512)",61.96995162963867,0.300335168838501
